channelId,channelName,assignedLabel,method,topScore,secondScore,margin,description
UCLihM2pKzsuimSfMmlDB5EQ,StartupBros,"DIY, Home & Construction",scored,4.800000000000001,0,4.800000000000001,We help new entrepreneurs build their first profitable business online
UC9tnwOsaA7T29VuUCuXvr7g,Stewart and Alina,"DIY, Home & Construction",scored,4.800000000000001,3.2,1.6000000000000005,"As a husband and wife team, we have spent the last 10 years creating every kind of video and photo content you can think of - from music videos to corporate promos to wedding films to YouTube videos! Let us show you how to get the very best results from your gear and how to edit your content for your audience. 

Like you, we don't have access to top-tier, $100k Hollywood kit, so we learnt to stop making excuses and do more with less! Having been through this journey ourselves, we can confidently say that your gear is not a bottleneck in your creative endeavours so join us as we show you how to make the most of what you've got as you become a better creator.  

Stewart & Alina"
UCjyDzADaZy1WFUWqFmfcHJg,StreamGeeks,"DIY, Home & Construction",scored,4.800000000000001,0,4.800000000000001,"Welcome to the StreamGeeks YouTube Channel. Home for our live streams, video recordings, podcasts and other streaming media! Sign up for live show notifications here - https://streamgeeks.us/sign-up-for-live-show-notifications/

📝 StreamGeeks Newsletter Sign Up: StreamGeeks.us/newsletter"
UCSDNfhsWyNOz8foxx5p8unQ,Sweet Project Cars,"DIY, Home & Construction",scored,4.800000000000001,0,4.800000000000001,"Sweet Project Cars Uploads 2 videos per week for the DIY type person. We share money-saving tips and tricks about cars and trucks. Tips that will not only save you money but keep your ride looking sweet all year long. We love helping as many people as we can. We have been working on vehicles for almost 40 years. Also As an Amazon Associate, we earn from Qualifying Purchases.

If you could Donate to our channel we would appreciate it    https://www.paypal.me/YourSweetProjectCars"
UCqP533PjxjSyExyasIe8cNw,TekMatix,"DIY, Home & Construction",scored,4.800000000000001,0,4.800000000000001,"Tekmatix is your all-in-one CRM and business platform: https://www.tekmatix.com/ 
The Tekmatix channel shares demos and tutorial videos on how to utilise Tekmatix to its full advantage."
UCcPuBEAwuF6XWXkcXJXJwsg,This Guy Edits,"DIY, Home & Construction",scored,4.800000000000001,3.2,1.6000000000000005,"This Guy is an ACE Award-nominated editor who cut for James Cameron, Joseph Gordon-Levitt, and Sundance filmmaker Mark Webber.

-------------------------------

Do you want to learn how to start any edit like feature film and documentary editors do it? Please visit: https://www.secreteditinghacks.com
For business inquiries please go to https://thisguyedits.com/contact. 
If you would like feedback on your work please visit https://thisguyedits.com/consulting-on-cuts

★- - - - - - - - - - - - - - - - - - - - - - - - - - - ★

➜ LEARN FILM EDITING - Free Mini Course: https://secreteditinghacks.com

➜ Support This Guy Edits on PATREON and receive extra videos and bonus rewards-
https://www.patreon.com/thisguyedits"
UCJASBOyF4Fkd26SIwRhLuZw,Tone and Tighten,"DIY, Home & Construction",scored,4.800000000000001,1.6,3.2000000000000006,"Hi - I'm Jared! I am a doctor of physical therapy who specializes in rehabilitating orthopedic (back, neck, shoulder, knee, etc) and postpartum (diastasis recti) conditions. I love being fit, healthy, strong, and active, and hope to help you accomplish your fitness goals. On this channel you'll learn best treatments for common injuries through exercising and stretching, and how to become a fitter, healthier version of yourself. Please consider subscribing!

DISCLAIMER: The content on this channel is NOT medical advice and is intended for general education and demonstration purposes only. This content should not be used to self-diagnose or self-treat any health, medical, or physical condition. You agree to indemnify and hold harmless T&T Digital Media, LLC and its officers for any and all losses, injuries, or damages resulting from any and all claims that arise from your use or misuse of this content. Use of this content is at your sole risk."
UCNWb1R70xnomfDf6Iu0uZ2Q,Burkland Gardens,Gardening,scored,9.600000000000001,0,9.600000000000001,"Burkland Gardens is a plant nursery in Washington state specializing in dwarf and unusual conifers owned by Travis and Jessi McNeal. Travis' father, Gil McNeal, is our grower and nursery manager and previously owned and operated Perennial Lawn and Garden, a landscaping company that served the greater Seattle area for more than 20 years.

We offer a wide variety of dwarf conifers in our online store and by appointment. You can shop online at the link below, or contact Gil gil@burklandgardens.com or to schedule an appointment. Sign up for our newsletter to be notified when we offer plants available for online purchase: https://www.burklandgardens.com/

We also invite you to follow along with us on Instagram and Facebook:

https://www.instagram.com/burklandgardens/
https://www.facebook.com/burklandgardens/"
UCARXOI1UlItgIevoI5jZViQ,CaliKim29 Garden & Home DIY,Gardening,scored,27.6,13.8,13.8,"If you're looking to grow fresh, organic food in simple and cost-effective ways, CaliKim is your go-to guide for all things gardening!  Whether you're a beginner or a seasoned gardener, regardess of your location, or the size of your gardening space, CaliKim is passionate about helping you grow a thriving garden.

Together with her husband, Jerry (aka CameraGuy), CaliKim co-owns CaliKim Garden and Home DIY, Inc., a family business committed to empowering individuals worldwide to grow their own food. With experience managing a busy online seed and garden shop (calikimgardenandhome.com), creating engaging garden content, and authoring two garden books, “Organic Gardening for Everyone” and “The First-Time Gardener: Raised Bed Gardening,” CaliKim will help you seamlessly integrate growing your own food into your busy life.

Join CaliKim and CameraGuy to discover how to make gardening easy, affordable, and fun!

As an Amazon Associate I earn from qualifying purchases."
UC-eicAkiRdGLguiS1dS_N9Q,Clay Hayes,Gardening,scored,9.600000000000001,4.800000000000001,4.800000000000001,"We make the best traditional archery, bow building, recurve bow hunting, bushcraft, and survival skills videos on the web. Join Clay, Liz, and the kids on outdoor adventures from bowhunting deer and elk in the Idaho mountains to chasing wild hogs in Florida to practicing bushcraft and survival skills. We hunt and fish because we love to but it's also how we get the majority of our meat. Hunting is how we live. We also grow a big garden on our Idaho homestead. That, in combination with hunting, fishing, and foraging is how we get the majority of our food. 

#survivalskills #bowhunting #bushcraft 

#AvantLink #1462705"
UCSbyncU597LMwb3HhnAI_4w,Epic Gardening,Gardening,scored,18,0,18,"We exist to help you grow. Dive in to our in-depth grow guides, inspiration, tips, and tricks."
UC_kg1A_YPAa66hZWq7VPg7Q,Garden Answer,Gardening,scored,27.6,4.800000000000001,22.8,"Garden Answer | Fun DIY and Garden Videos


www.youtube.com/gardenanswer
www.facebook.com/gardenanswer
Twitter @gardenanswer
contact@gardenanswer.com"
UCigpI42Fq8aYp6IDIoDSqQQ,Garden Style nw,Gardening,scored,27.6,4.800000000000001,22.8,"Sharpen your gardening skills and gain expert advice from Nursery owner, Garden Designer and Horticulturist Debbie Cassidy. Garden Style design advice and the latest tips, tricks and trends to inspire you to get your hands dirty! Loaded with information for the new gardener and the more advanced. Tips on how to plant veggies, flowers, trees and shrubs for big impact! Also how to determine the best placement and design for everlasting beauty and enjoyment. I Can't wait to share my experience and passion for gardening with all of you. Enjoy!"
UCWsI0LmiDyezbnN2JCL4P9w,Gardener Scott,Gardening,scored,27.6,4.800000000000001,22.8,"The Gardener Scott channel offers thorough videos that show how to garden, explanations of why it works, gardening philosophy to keep it enjoyable, and demonstrations of all steps in the process. With more than 500 helpful videos, new videos coming regularly, and a gardening Q&A livestream on Mondays at 9:00am MST, there is something for every gardener. From my Zone 5b Colorado garden, you'll find new and expansive gardening knowledge regardless of your gardening skill level and where you live. Everything gardening so you can become a better gardener. Enjoy it all by subscribing now."
UCnPPpuLBjQZYC6M2BDxd0Ew,Gardening Products Review,Gardening,scored,27.6,23,4.600000000000001,"Honest, unbiased reviews of a wide range of gardening products. If it's used in the garden, we review it!

We show you the good, the bad and the ugly for 

- all kinds of power tools (from mowers, blowers, and string trimmers to chainsaws and tillers), 
- hand tools (like pruning shears, loppers and shovels) and 
- a huge variety of other gardening items (such as sprinklers and hose nozzles). 

Plus, new how-to videos each month covering common yard and garden tasks and gardening tips. 

- Want to know how to sharpen pruner blades? 
- Repair a busted hose? 
- Germinate seeds indoors and get them ready for planting outside? 

Then look no further - it's all right here!

Whether you garden on a tiny balcony or an acre lot, there'll be something here to help you choose the best tools for your needs and get the most out of your gardening space.

Subscribe today!

And for written reviews, visit https://gardeningproductsreview.com"
UCptL6_qMImyW_yZwiMjQdpg,Gary Pilarchik (The Rusted Garden),Gardening,scored,27.6,0,27.6,"This is a 'Teaching Channel' that is dedicated to vegetable gardening and growing food. Use the timestamps to navigate quickly  through longer videos.  However, I typically make short and to the point educational videos. My goal is to quickly get you the information you seek, to help you have a better experience in your gardens. I cover all aspects of vegetable gardening includeing seed starting, planting, tending & care,  pest & disease management, harvesting, cooking, and constructing trellises & other garden projects. I have over 2000 garden videos to help you grow food and become more successful in your gardens. Keyword search the vegetable garden topic that interests you most, if you don't see a video!

Check out my seed and garden shop at http://www.therustedgarden.com. And thanks for giving The Rusted Garden a chance to share with you!"
UC9r61qohBg1qgGty4_WzojA,GrowVeg,Gardening,scored,9.600000000000001,0,9.600000000000001,We're passionate organic gardeners who love growing our own food and helping others. We produce the very best vegetable garden planning apps and garden layout software to help you get the most from your garden.  Use the links below or contact us if you have any questions...
UCUnFheTbVpASikm0YPb8pSw,Learn Organic Gardening at GrowingYourGreens,Gardening,scored,27.6,4.800000000000001,22.8,"Growing Your Greens is one of the most watched gardening show on youtube. It's a fun and enlightening show on how to grow food at your home and beyond. John provides you with tips and tricks as well as shares his experiences growing food at his urban homestead. John is dedicated to helping you sustainably grow the highest quality fruits, vegetables, herbs, nuts and other edible foods in your front yard and beyond. Don't forget to subscribe to keep up with all the latest episodes."
UCVGVbOl6F5rGF4wSYS6Y5yQ,MIgardener,Gardening,scored,9.600000000000001,4.800000000000001,4.800000000000001,"Welcome to MIgardener! 
Learn how to garden easier, smarter, and have more fun gardening! Join me for weekly videos about organic gardening, self-sustainability, homesteading, farming, tips & tricks, healthy recipes and much more. Together, we can grow bigger. 

2-3 NEW VIDEOS EACH WEEK

Shop our seed store at http://www.migardener.com

Comments or Questions? Send them to:  contact@migardener.com

Fore more fun, check us out on all our social media streams!

MIgardener Merch Now Available! - https://migardener.com/collections/apparel-1"
UCejgtTHroWI5sF_2-fuiF4Q,Nature's Always Right,Gardening,scored,9.600000000000001,4.800000000000001,4.800000000000001,"Explore gardening, homesteading, regenerative agriculture, and DIY farming with me, Steven. Follow my journey as I build regenerative farms and visit others worldwide. 
Discover natural techniques for growing vegetables, building soil, raising animals, and working in harmony with nature—God’s perfect system for abundance. 🌱🐓

🧑🏼‍🌾 Learn more: naturesalwaysright.com"
UCcJceGUaevGlP7s2xzL9akA,Next Level Gardening,Gardening,scored,27.6,8,19.6,"If you’re a beginning gardener or someone who has been growing food and flowers for years,  I will help you take your gardening expertise to the next level and have fun doing it.

I've been gardening for 30 years, 10 of which I was mentored by a University of California Certified Master Gardener.  

I don’t just love gardening, it is my passion and other than my family and friends, it is my life.  I wake up thinking about it and go to sleep thinking about it. Sometimes it keeps me up at night thinking about new and better ways of growing organically. 

Now, in my 30th year of gardening,  I am going to use YouTube to pass on the gift of inspiration and knowledge that I was freely given three decades ago by an amazing gardener who probably never knew just how important a role she played in my life.  
I only hope I can help you discover what a life-changing past-time gardening can be.

Let’s GROW!"
UCAhcelYvyDAPy0cn_sscWkw,Off Grid In The Pacific North West,Gardening,scored,9.600000000000001,0,9.600000000000001,"This channel is committed to sharing life and experiences  in the Pacific North West. We live off the Grid and Have a growing homestead. Solar power, generator power, wind and hydro power are topics of this channel. We hunt and grow our own food. Canning is a way of life here in the woods of Oregon. From time to time I will share my experiences of life, spiritual matters and wisdom from the Bible. Thanks for watching and may the Lord bless your life.
You can email us at back41@cavenet.com
Pastor Steve Davis"
UCQGv_dy-oLeu5SSgz2_8i8w,Project Diaries,Gardening,scored,9.600000000000001,4.800000000000001,4.800000000000001,"Welcome to Project Diaries!
​
Project Diaries is an ever growing Gardening Community and information Youtube Channel based on projects I've done or have been interested in doing as Hobbies using free, very cheap or recycled materials. I also make tutorials on How-to harvest seeds from food waste and grow many things from start to finish. This Channel started after I built a Potting Shed for my Grandad using 100% FREE reclaimed and salvaged materials. Unfortunately he suffered a Stroke during the making of that build so I have taken it upon myself to create a Garden he'd always dreamt of.
​
​With no previous training or trying these projects before. I'm basically using a little Common Sense and Learning as I go, so come on this Journey with me and Subscribe today.

► Amazon Store: https://www.amazon.com/shop/projectdiaries
► Paypal Donations: https://www.paypal.me/projectdiaries
► Patreon: https://www.patreon.com/projectdiaries

ENJOY!! & THANKS FOR DROPPING BY."
UC9V_-gqJsZNOy4v_HqbRz3w,The Gardening Channel With James Prigioni,Gardening,scored,27.6,0,27.6,"Gardening is my passion, and growing Food Forests is my specialty. I go beyond organic gardening and work with nature rather then against it. Gardening doesn't have to be hard, and you don't have to be a servant to the garden. I can help you too create a gardening system that works with you and for you rather then you working for it. I use No pesticides, No herbicides. No fungicides, No growth hormones, No antibiotics, and No fertilizers. I allow nature to be the teacher and mimic the natural forest model to create an ideal living environment for all living things. I know their aren't a lot of people who are super excited about growing their own food, but at a time when GMO's and pesticide laden foods are causing so many health problems, I am standing in the gap showing others there is a different, and a better way!"
UCx4pIz6Xb3xeC5tz9MYZfWg,V V,Gardening,scored,9.600000000000001,4.800000000000001,4.800000000000001,Gardening tips and how to's
UCORX3Cl7ByidjEgzSCgv9Yw,Anastasi In Tech,General Tech & Reviews,scored,15,12.8,2.1999999999999993,"Podcast on the future of technology.

Please double-check that you’ve subscribed — it really helps us keep going. Thank you!

If you represent a brand and want to collaborate, please reach out to anastasi@ycaagency.com
Otherwise here is my assistant's email - info@anastasiintech.com"
UCgyvzxg11MtNDfgDQKqlPvQ,AuthenTech - Ben Schmanke,General Tech & Reviews,scored,8,0,8,"Authentic reviews of Tech = AuthenTech.
Exploring innovative and exciting technology. 

Business inquiries: yt @ authen.tech 

==
What is the meaning behind AuthenTech?
-Life is congruent with what you believe.
-I'm a Christian and my faith is at the center of everything I do.
-My hope, joy, and identity is ultimately found in Jesus, not in the things of this world, as fun and cool as this tech can be.
-If we're living only for today, there is no purpose to this life. But with eternity at hand, there is something bigger than ourselves, a purpose worth living for!

==
Disclosure: As an Amazon Associate I earn from qualifying purchases. Some of the links I use are affiliate links, this means I may receive a small commission at no cost to you."
UCRte954rw0oeMWFroy_ClAw,Chris Hau,General Tech & Reviews,scored,8,0,8,"I like to talk about tech & travel and reminding people to create the things they actually want. 

@TheChrisHau on all socials"
UCrk7jhruZVuLshUNh1qUi4g,COGconnected,General Tech & Reviews,scored,8,0,8,"COGconnected is your go to spot for news, reviews, videos, previews and editorials on all things gaming with a little geek culture thrown in for good measure. From indies to the big guns, this team of 30+ writers is dedicated to honest coverage that readers can trust. We all remember why we started playing games – they’re fun – and we strive to keep that spirit alive in everything we cover."
UC8wXC0ZCfGt3HaVLy_fdTQw,Digital Trends,General Tech & Reviews,scored,8,0,8,"Welcome to the official Digital Trends YouTube channel! Digital Trends was founded in 2006 with a simple mission: Give readers the tools and insight they need in order to navigate their increasingly digital world. With sneak peeks, one-of-a-kind reviews, editorials and news, we are your dependable guide to the ever evolving world around us. We live, love, and breathe tech so that we can explain it to you simply and clearly."
UCt9kG_EDX8zwGSC1-ycJJVA,Elementor,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"Elementor is the leading website builder platform for WordPress web creators. It empowers seamless web creation through offerings like an all-in-one managed hosting and site-building solution, a dedicated professional website builder plugin, the Hello theme, and AI integration. Elementor operates under an open-source GPLv3 license with 17M+ active installations and 5500+ 5-star reviews. Explore the comprehensive Elementor Academy at https://elementor.com/academy"
UCokX6YIQymfsKSJvqo9dGEQ,Endless RVing,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"We are here to make your RV life easier and more enjoyable! 

We are Izzy, MJ, Jason, and fur baby Bowser and we are Endless RVing.  We love RVing, travel, helping others and simply having fun!   

Our channel creates very informative videos on RV DIY,  RV upgrades, RV product reviews, RV tour videos, RV campground review videos, and much more! 

If you love RVing and traveling, subscribe and join us for weekly videos!

Please subscribe and come along with us if you want to learn, enjoy, and grow with us. We love our ERVers and look forward to seeing you on the road! 

Contact us for business inquiries at EndlessRVing@gmail.com"
UCAPeu_wnvIB5AkQ-xnkLOJA,Eric Welander,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"I love talking about Apple and smart home tech here on YouTube. I’ve been working in app development on Apple's platforms since 2011, and building out my smart home on YouTube since 2018.

For reviews and sponsorships, email eric@ericw.org"
UCzz4CoEgSgWNs9ZAvRMhW2A,Everything Electric CARS,General Tech & Reviews,scored,8,0,8,"Visit our LIVE exhibitions in Australia, the UK, USA, Canada & Europe: https://fullycharged.live/
Check out our sister channel: @EverythingElectricShow !
Become a Patreon: https://www.patreon.com/fullychargedshow
Become a YouTube member: use JOIN button above
Subscribe to the Everything Electric CARS, Everything Electric TECH & Everything Electric APAC channels
Subscribe for episode alerts and the Everything Electric newsletter:
https://fullycharged.show/zap-sign-up/
Visit: https://FullyCharged.Show
Find us on Twitter: https://x.com/Everyth1ngElec
Follow us on Instagram: https://www.instagram.com/officialeverythingelectric/"
UConJDkGk921yT9hISzFqpzw,Freethink,General Tech & Reviews,scored,8,0,8,"Tech’s Cultural Frontier. Covering the builders, ideas, and innovations shaping society. Changing media with Big Think."
UC-s3Pb8uIBm0QN8MVaulJKA,Kindlepreneur,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"Kindlepreneur TV is helping people to learn how to sell more books today. 

My channel is dedicated to helping self publishers develop their platform online and market their eBooks. Kindlepreneur TV provides author services, reviews, how to better optimize your AMS campaigns, and much more. 

So if you want to get started or further your knowledge make sure to subscribe now!"
UCyKUfgfeRaCrqMr9b0UcSoQ,Kraken The Box,General Tech & Reviews,scored,8,0,8,"YO HO ME HEARTIES!  Follow me, Captain Kori and me crew mate Pixi, as we discover the treasures to be found in the pirate wonderland of urbex, unboxing and adventures!!

Captain Kori Foundation Fund: https://gofund.me/2ce1b52e
Channel Editors/Artist: https://linktr.ee/KuroCreates and https://www.youtube.com/results?search_query=the+crap+goth"
UCSvCR76uY0R8mjVETskWRvg,Larry Jordan,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"Nobody understands media production and and post-production like Larry Jordan. 
Need training in Apple Final Cut Pro, Adobe Premiere Pro, or DaVinci Resolve? We got it. 
Need tips on how to improve your business? We got it. 
Looking for leading-edge interviews with key companies and thought leaders? We got it. 
Larry Jordan: Helping media professionals find work, improve their skills and keep clients happy.
Edit smarter with Larry Jordan."
UC-RA5BzE_BnZhf5iVdNF1hA,loopop,General Tech & Reviews,scored,8,0,8,"Loopop is all about in-depth electronic music & synth ideas tips, tricks and reviews!"
UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"Former NASA engineer. Current CrunchLabs founder and friend of science.

Answers to some common questions:

1) I make a monthly toy we build together on a video, that gets delivered to your house that teaches you to think like an engineer.  Check it out at- https://crunchlabs.com
2) I studied Mechanical Engineering in School.  I did my undergrad at BYU and Masters at USC.
3) I worked for NASA JPL for 9 years, 7 of which were working on the Curiosity Rover (I made a video about it you should def totes watch cause it's probably my favorite of all my videos).  Then I made some Halloween costumes.  Then I worked for Apple in their Special Projects Group doing Product Design as a Mechanical Engineer for 5 years. Then in 2022 I created CrunchLabs to deliver monthly toys that teach you to think like an engineer."
UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,General Tech & Reviews,scored,8,4.6,3.4000000000000004,"Clinicians and students deserve better medical education!

We’ve sat through dense PowerPoint lectures with way too much info crammed into each slide and wondered... are we supposed to read all this and listen to the instructor at the same time?

We’ve spent hours studying a new topic — only to get frustrated weeks later when we can’t recall the key ideas.

We’ve received “textbook” medical explanations that often lack clinical context and fail to highlight the most important concepts. 

MedCram.com offers a dramatically more efficient, engaging, fun, and lasting way to learn and review medical topics. MedCram was founded in 2012 by Dr. Roger Seheult and one of his former PA students, Kyle Allred, with one word in mind: CLARITY

Join over 1,500,000 clinicians and students who’ve utilized MedCram to:
- Become a better clinician
- Score better on exams
- Cut down on study time 
- Get CME, CE, MOC points (over 60 hours)

MedCram = More Clarity, in Less Time

Media Contact: see email below"
UCJ9905MRHxwLZ2jeNQGIWxA,Microsoft Mechanics,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"Apply the newest tech from Microsoft to the work you do every day. Mechanics is Microsoft's official video series for IT Pros, Solution Architects, Developers, and Tech Enthusiasts.

Watch as Microsoft engineers show you how to get the most from the software, service, and hardware they built. Through in-product demos, recommendations, how-to's, and tips, they simplify complex topics so you can share them with clients, peers, and your management team. These are in-depth looks at Microsoft Copilot, Microsoft 365, Azure, Data and AI, Surface, Windows, and the Power Platform. Get up to speed and subscribe."
UC-_eueKsPcJUPnCguEufWPA,Nate's Tech,General Tech & Reviews,scored,15,0,15,
UC5kQUZFCbuZQorVnzS6P_xA,Olivier Girard - the Posture Guy,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"🧠 I teach technically minded people how to use their body better — to prevent pain, improve posture, and feel more in control.

I'm Olivier Girard, an ergonomist and posture therapist. My approach combines 20+ years of field experience with the core of what I learned from Ans Samama — and it became the 3 Rules of Posture.

This turned into the ErgOHListic® method — a structured, scientific way to solve modern posture problems without fluff, gimmicks, or dependency on gear.

👉 Start here to download your free ErgOHListic® Plan of Action for Office Workers: https://oliviergirard.ch/en/boutique/the-ergohlistic-plan-of-action-office-workers/

📘 Want to go further?
→ The Posture Manual: https://oliviergirard.ch/en/boutique/the-posture-manual/
→ The Posture Academy: https://oliviergirard.ch/en/posture-academy-online-program/

Learn to move smarter. No guesswork. No gadgets. Just you, your body, and what it was designed to do."
UCeE3lj6pLX_gCd0Yvns517Q,Ozzy Man Reviews,General Tech & Reviews,scored,15,0,15,"Reviewing wildlife, sport, WTF viral vids, conducting celeb interviews, and analysing the odd tv show or movie (it all started with GoT in 2014). Bloody tellin' it straight. No bullshit."
UCpxYSWgxVt3Pyn1ovXsGQ0g,PBS Terra,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"PBS Terra is the home of science and nature shows from PBS Digital Studios. Subscribe to explore the frontiers of science and tech, our minds and bodies, our planet (and beyond)!

Our shows: 

Weathered: Science Communicator Maiya May investigates why we have more extreme weather and natural disasters than ever before and teaches you how to prepare.

Overview: Hosted by Joe Hanson, Overview combines incredible cinematography with science storytelling to reveal both the natural phenomena and human forces shaping our planet.

Untold Earth: In collaboration with Atlas Obscura and NATURE, Untold Earth unpacks the stories behind North America’s strangest, most unique natural wonders."
UChYbZdv4UApRyuAwCKMVuYg,Pixel Film Studios,General Tech & Reviews,scored,8,3.2,4.8,"Established in 2006, Aliso Viejo, California-based Pixel Film Studios is an innovative developer of visual effects tools for the post-production and broadcast community. Their products are integrated with popular non-linear editing and compositing products from Apple FCPX. All Apple, the Apple logo, and Macintosh are registered trademarks of Apple Inc. in the U.S. and/or other countries. All other trademarks and trade names are the property of their respective owners.

https://linktr.ee/pixelfilmstudios"
UCtrdEiQnaRrmseXgggjt3Dw,Plaid Crafts,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"We are makers of FolkArt Paint, Mod Podge, Apple Barrel Paint,  Bucilla & more! Connect with us across social media (@PlaidCrafts) for craft inspiration, discover DIY ideas, and chances to win Plaid goodies! Don’t forget to tag #PlaidCrafts to share your work with us!

For craft projects and craft product information visit:
http://www.plaidonline.com"
UC2rzsm1Qi6N1X-wuOg_p0Ng,Project Farm,General Tech & Reviews,scored,8,0,8,"I test all sorts of things, from tools to automotive products, to help viewers make informed purchasing decisions and to avoid getting ripped off.  Also, I have awesome Patreon supporters, which allows me to decline all sponsorships and promotional items from manufacturers and to offer the most unbiased reviews you'll find anywhere.  Please watch a couple of videos and consider subscribing.    

Thank you and best regards, 
Todd
Project Farm, LLC"
UCCJ56k8nBeqWLoxNa6DToAQ,Rhett Shull,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"Gear reviews, how to, lessons and vlogs from Atlanta/Nashville based guitarist Rhett Shull. Subscribe to stay up to date on everything happening in Rhett's musical endeavors."
UCWTj3vCqkQIsrTGSm4kM34g,Scott's Bass Lessons,General Tech & Reviews,scored,8,0,8,"Your hub for all things bass guitar - online bass lessons, artist interviews, gear reviews, song breakdowns, and so much more for all levels.

-----

Hey I'm Scott. I've been a professional bass player for the last 20 years and have been lucky enough to have played with some of the best musicians in the world. 

On my channel I'm going to show you exactly how you can become... a bad ass bass player!

I'm going to show you what you need to know to take your bass playing to he next level and beyond.

Whether you're a beginner, intermediate or advanced bass player you will find hundreds of hours of material within this channel to keep you inspired, focused and hungry to be the bass player you know you can be!

See you in the shed...

Scott :)"
UCz0zSuukBglV2YwG3_7uKRg,The Apple Circle,General Tech & Reviews,scored,23,0,23,Dedicated to covering everything Apple. Come take a bite with us. Part of JFL Network.  Please email info@theapplecircle.com
UCry6nxAo2tfVyO6lEboiU3w,The Carol Burnett Show Official,General Tech & Reviews,scored,8,0,8,"Cited as one of the best TV shows of all time by TV Guide, Entertainment Weekly, TIME, Rolling Stone, and others, “The Carol Burnett Show” is among the originators of the sketch comedy format. All 11 seasons of one of the most acclaimed and influential TV series of all-time, and the winner of 25 Emmy® Awards, “The Carol Burnett Show,” is available for viewing on Shout-TV.com; Shout! Factory TV’s Roku, Amazon Fire, Apple TV, and Android apps; and the following digital streaming platforms: Twitch, Samsung TV Plus, Comcast Xfinity, Xumo, YouTube, Redbox, Vizio, Pluto TV, IMDb, and STIRR.  

Watch it all here: www.TheCarolBurnettShow.tv

Watch more On Demand on Shout! TV: www.shout-tv.com/series/the-carxol-burnett-show"
UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,General Tech & Reviews,scored,8,4.800000000000001,3.1999999999999993,"We bring you top 10 lists across a variety of topics, including Music, TV, Film, and Video Games. With 6 or more fresh lists published daily, there’s always something new to discover. Subscribe for daily updates and explore our extensive collection of videos covering Pop Culture, Celebrities, Movies, Music, TV, Video Games, Politics, News, Comics, and Superheroes.

Dive into our massive library of over 10,000 videos featuring Top 10s, Origins, Biographies, Tips, How-To’s, Reviews, Commentary, and much more. WatchMojo is your ultimate destination for ranking and celebrating the best of pop culture.

Subscribe Now http://goo.gl/Q2kKrD - Ranking Pop Culture Since 2006!"
UCeeYm4DCcKiN6hmKBspX8Ig,ZHIYUN-TECH,General Tech & Reviews,scored,15,11.200000000000001,3.799999999999999,"Welcome to ZHIYUN, a trailblazer in the dynamic world of gimbals. Our relentless focus on research and development fuels an array of innovative gimbals and lighting products that spark the creativity and imagination of every creator. Explore the world of limitless possibilities with ZHIYUN and elevate your content creation game.
Visit our website to discover the perfect companion for your creative journey – from cutting-edge gimbals to innovative lighting solutions. Unleash your imagination and bring your vision to life by investing in the tools that professionals trust. Join the ZHIYUN community and take the next step towards capturing moments like never before."
UC2D2CMWXMOVWx7giW1n3LIg,Andrew Huberman,Health & Medicine,scored,1.6,0,1.6,"The Huberman Lab podcast is hosted by Andrew Huberman, Ph.D., a neuroscientist and tenured professor in the department of neurobiology of ophthalmology, and by courtesy, psychiatry and behavioral sciences at Stanford School of Medicine. The podcast discusses neuroscience and science-based tools, including how our brain and its connections with the organs of our body control our perceptions, our behaviors, and our health, as well as existing and emerging tools for measuring and changing how our nervous system works."
UCyA6KQ8PgP98E0ToIdq8c7A,Dr. Alex Tubio,Health & Medicine,scored,3,0,3,"Houston Filipino Chiropractor


To schedule an appointment:

Visit: https://www.DrAlexTubio.com/
Email: DrTubio@gmail.com"
