channelId,channelTitle,label,shortDesc,confidence,knowledge_source,evidence,shortlist_count
"UCKUSu0zaUcTg0L6Bsxr51og","Editors Keys","Education","Become a better content creator: https://www.youtube.com/editorskeys?sub_confirmation=1 https://www.editorskeys.com","0.8","text_clues","Focus on becoming a better content creator.","0"
"UCRKUD_3V4q7qyAexSuiBIFw","El Conan","Music","Simply wanting to share my love of Jazz, Gospel, and Latin Christian Music","0.9","text_clues","Focus on Jazz, Gospel, and Latin Christian Music.","2"
"UCskD50ri3723Tk1SkS-qAIA","El Estepario Siberiano","Unclassified (sparse)","","0","text_clues","sparse_title_and_description","0"
"UCt9kG_EDX8zwGSC1-ycJJVA","Elementor","Technology","Elementor is the leading website builder platform for WordPress web creators. It empowers seamless web creation through offerings like an all-in-one managed hosting and site-building solution, a dedicated professional website builder plugin","0.95","text_clues","Focus on website building and WordPress technology.","4"
"UCgslJ2VwZHVxw-D095WQ3lQ","Elise Trouw","Unclassified (sparse)","also Elon Lust","0","text_clues","sparse_title_and_description","0"
"UCN7kH4qcPPPC_KWlX6Ze-Iw","Elizabeth G","Unclassified (sparse)","","0","text_clues","sparse_title_and_description","0"
"UCvrmr8Nfd86dG7pnSHC7c6Q","EllenPlaysBass","Unclassified (low confidence)","13-year-old bass player from Las Vegas, Nevada. Started playing the bass in April 2020. The journey continues ... Official Website: www.EllenPlaysBass.com Contact: info@hovakalaverdyan.com","0","text_clues","The channel is focused on a young bass player and does not relate to journalism or current events.","1"
"UCXAWX5r69jcqPTNAhXCSA7Q","Elon Musk Fan Zone","Tech & Science News","The Elon Musk Zone YouTube Channel — The Elon Musk Fan YouTube channel covering the latest Elon Musk news! ⚠️ DISCLAIMER: THIS IS A FAN-MADE CHANNEL AND IS NOT AFFILIATED WITH ELON MUSK OR HIS COMPANIES ⚠️ 💼 Copyright or other business inq","0.8","text_clues","The channel focuses on the latest news related to Elon Musk, who is heavily involved in technology a","10"
"UCokX6YIQymfsKSJvqo9dGEQ","Endless RVing","Travel","We are here to make your RV life easier and more enjoyable! We are Izzy, MJ, Jason, and fur baby Bowser and we are Endless RVing. We love RVing, travel, helping others and simply having fun! Our channel creates very informative videos on RV","0.9","text_clues","The channel focuses on RVing, travel experiences, and providing informative content related to RV li","8"
"UCVIo_UX--1R03WE_U3I6xEA","Engineered Arts","Unclassified (sparse)","","0","text_clues","sparse_title_and_description","0"
"UCSbyncU597LMwb3HhnAI_4w","Epic Gardening","Home & Garden","We exist to help you grow. Dive in to our in-depth grow guides, inspiration, tips, and tricks.","0.9","text_clues","The channel focuses on gardening and provides grow guides, tips, and inspiration, which aligns close","3"
"UCka3OGDqIQnPcuh1DtWcBdw","Epic Tutorials for Mobile Filmmaking + EPIC LUTs","How-To & Skills Tutorials","Master the art of smartphone filmmaking on iPhone and Android with our EPIC tutorials, gear reviews, and color grading tools like EPIC LUTs for Apple Log on iPhone 15/16 Pro. All I want is the perfect (tiny) camera!📱📸 We dive deep into th","0.9","text_clues","The channel focuses on providing tutorials and practical guides for smartphone filmmaking, which ali","12"
"UCAPeu_wnvIB5AkQ-xnkLOJA","Eric Welander","Consumer Tech & Gadgets","I love talking about Apple and smart home tech here on YouTube. I’ve been working in app development on Apple's platforms since 2011, and building out my smart home on YouTube since 2018. For reviews and sponsorships, email eric@ericw.org","0.9","text_clues","The channel focuses on Apple and smart home tech, which aligns with reviews and coverage of consumer","6"
"UCxByVUuLdxxiqQVmbOnDEzw","Erik Grankvist","How-To & Skills Tutorials","Sometimes we hear a call from nature. When I was 18 years old I ventured out alone with only a backpack full of simple hand tools to actualize my dream. Build my own traditional off grid log cabin by hand from the materials of the Swedish w","0.9","text_clues","The channel focuses on building a log cabin and shares the journey of learning traditional skills, w","7"
"UCzr30osBdTmuFUS8IfXtXmg","Essential Craftsman","How-To & Skills Tutorials","40+ years of building experience, all in one channel. Learn house-building, carpentry & construction, blacksmithing, safety & productivity, how other trades & shops function, and maybe even how to be a better version of ourselves! The video","0.9","text_clues","The channel focuses on teaching practical skills related to building, carpentry, and various crafts,","6"
"UCzz4CoEgSgWNs9ZAvRMhW2A","Everything Electric CARS","Automotive","Visit our LIVE exhibitions in Australia, the UK, USA, Canada & Europe: https://fullycharged.live/ Check out our sister channel: @EverythingElectricShow ! Become a Patreon: https://www.patreon.com/fullychargedshow Become a YouTube member: us","0.9","text_clues","The channel focuses on electric cars and related exhibitions, indicating a strong emphasis on automo","9"
"UCDjvi-_c_ffte2LaNaE2j8g","F-22 Demo Team","News","The official YouTube Channel for the F-22 Raptor Demonstration Team.","0.7","text_clues","The channel focuses on the F-22 Raptor Demonstration Team, which suggests it may provide updates and","1"
"UCihmYOoCWYffpuMfuP7BAqA","FD Real","Lifestyle","FD Real is dedicated to bringing our viewers high-quality entertainment for free. You will experience the lives of exceptional people up close and personal. You’ll be right behind rescue teams, experience work in life-threatening environmen","0.8","text_clues","The channel focuses on the lives of exceptional people and their experiences, which aligns with life","2"
"UCKvJ_vxZZoN5yeWBU2CVGcQ","Fit Father Project - Fitness For Busy Fathers","Health & Fitness","We help Dads, and men over 40 lose weight, build muscle, and create lifelong health for themselves and their family! We've helped tens of thousands of busy dads in over 100 countries get in better shape and better health. Our team of men's ","0.95","text_clues","The channel focuses on fitness, weight loss, and health specifically for busy fathers, which aligns ","3"
"UC_Se32jLBjnOuftl1u3zfLw","Fluctus","How-To & Skills Tutorials","Fluctus is a website and YouTube channel dedicated to sea geeks. Whenever you are curious or an incorrigible lover of this mysterious world, our videos are made for you ! We publish 3 videos a week on our Youtube channel and many more artic","0.7","text_clues","The channel focuses on educating viewers about the sea, which aligns with practical knowledge and sk","2"
"UCHlHSn0iwyYJg9LQETZ5R_Q","Four80East","Music","Welcome to the official Four80East YouTube channel! Four80East is an electro-jazz collective that’s all about the groove. Mixing jazz with other genres and underpinning it all with electronic production, the Canadian producer duo of Rob DeB","0.95","text_clues","The channel focuses on an electro-jazz collective, highlighting music performance and production.","3"
"UConJDkGk921yT9hISzFqpzw","Freethink","Tech & Science News","Tech’s Cultural Frontier. Covering the builders, ideas, and innovations shaping society. Changing media with Big Think.","0.85","text_clues","The description mentions covering builders, ideas, and innovations shaping society, which aligns wit","5"
"UCnvgtzmvlb6d58d9BbOKuMA","Fstoppers","Photography — photography techniques and gear.","Subscribe to our channel here: https://www.youtube.com/@FStoppers?sub_confirmation=1 Fstoppers is a community of photographers and videographers aimed at helping you grow your photography business, make informed decisions when buying photog","0.9","text_clues","The channel focuses on helping photographers and videographers grow their skills, understand gear, a","12"
"UCw9zJ3qnebPPGsutiEAvu5Q","Full Time Filmmaker","Unclassified (sparse)","Your Creative Home Base","0","text_clues","sparse_title_and_description","0"
"UC_RovKmk0OCbuZjA8f08opw","Futurepedia","AI Tools & Productivity","Learn to leverage AI tools and acquire AI skills to future-proof your life and business.","0.9","text_clues","The channel focuses on leveraging AI tools and acquiring AI skills, which aligns closely with practi","6"
"UC_kg1A_YPAa66hZWq7VPg7Q","Garden Answer","Home & Garden","Garden Answer | Fun DIY and Garden Videos www.youtube.com/gardenanswer www.facebook.com/gardenanswer Twitter @gardenanswer contact@gardenanswer.com","0.95","text_clues","The channel's title and description explicitly mention gardening and DIY videos, which aligns perfec","1"
"UCigpI42Fq8aYp6IDIoDSqQQ","Garden Style nw","Home & Garden","Sharpen your gardening skills and gain expert advice from Nursery owner, Garden Designer and Horticulturist Debbie Cassidy. Garden Style design advice and the latest tips, tricks and trends to inspire you to get your hands dirty! Loaded wit","0.9","text_clues","The channel focuses on gardening skills, design advice, and tips for planting, which aligns closely ","3"
"UCWsI0LmiDyezbnN2JCL4P9w","Gardener Scott","Home & Garden","The Gardener Scott channel offers thorough videos that show how to garden, explanations of why it works, gardening philosophy to keep it enjoyable, and demonstrations of all steps in the process. With more than 500 helpful videos, new video","0.9","text_clues","The channel focuses on gardening, offers thorough videos on how to garden, and includes gardening ph","2"
"UCnPPpuLBjQZYC6M2BDxd0Ew","Gardening Products Review","Home & Garden","Honest, unbiased reviews of a wide range of gardening products. If it's used in the garden, we review it! We show you the good, the bad and the ugly for - all kinds of power tools (from mowers, blowers, and string trimmers to chainsaws and ","0.9","text_clues","The channel focuses on gardening products, tools, and how-to videos related to gardening, which alig","6"
"UCptL6_qMImyW_yZwiMjQdpg","Gary Pilarchik (The Rusted Garden)","Home & Garden","This is a 'Teaching Channel' that is dedicated to vegetable gardening and growing food. Use the timestamps to navigate quickly through longer videos. However, I typically make short and to the point educational videos. My goal is to quickly","0.9","text_clues","The channel focuses on vegetable gardening, which falls under home improvement and gardening.","8"
"UCctXZhXmG-kf3tlIXgVZUlw","GaryVee","Business — entrepreneurship, marketing, and business strategies.","Gary Vaynerchuk is a serial entrepreneur and serves as the Chairman of VaynerX, the CEO of VaynerMedia, and the Creator and CEO of VeeFriends. Gary is considered one of the leading global minds on what’s next in culture, relevance, and the ","0.9","text_clues","The channel focuses on Gary Vaynerchuk's insights into entrepreneurship, business strategies, and ma","5"
"UCR1LVH-teuA3-Kfy576TYSw","georgemichael","Music","The official YouTube channel for George Michael. Celebrating 40 years of Careless Whisper 🎷","0.95","text_clues","The channel is dedicated to George Michael, a well-known musician, and the description indicates a f","0"
"UCrWmonkmTk5NbvmVnc7f70w","Glenn Kirschner","Politics & World News","Glenn Kirschner brings analysis and insight to legal issues of the day, drawing from his 30 years as a federal prosecutor, homicide prosecutor and Army JAG. After spending more than 6 years as an on-air Legal Analyst for NBC News and MSNBC,","0.9","text_clues","The channel focuses on legal analysis and insight into current legal issues, which often intersect w","8"
"UCIJHwsTJyrH4YznoJxZmJHQ","GR-Research","Tech & Science News","GR Research began in 1995 as a passion for high quality audio turned business venture. We are driven by a desire for excellence and expect nothing less than to turn the next page in mainstream loudspeaker design.","0.8","text_clues","The channel focuses on high-quality audio and loudspeaker design, which relates to technology and sc","6"
"UC9r61qohBg1qgGty4_WzojA","GrowVeg","Home & Garden","We're passionate organic gardeners who love growing our own food and helping others. We produce the very best vegetable garden planning apps and garden layout software to help you get the most from your garden. Use the links below or contac","0.9","text_clues","The channel focuses on organic gardening and provides tools for garden planning, which aligns closel","7"
"UCfE5Cz44GlZVyoaYTHJbuZw","Guga Foods","Cooking","Hi, Thanks for visiting Guga Foods! I am here too share all my favorite recipes with you. Cooking things me and my family love, BBQ to Unique style meats and my specialty Brazilian Churrasco. I love to hear from you and you are welcome to s","0.95","text_clues","The channel focuses on sharing favorite recipes and cooking styles, particularly BBQ and Brazilian C","4"
"UC7HOGKjSKzP5PBfmdaAkbQg","Guildhall School of Music & Drama","Education","Guildhall School is a vibrant, international community of musicians, actors and production artists in the heart of the City of London. Ranked number one in Arts, Drama & Music by the Complete University Guide 2025, one of the top five insti","0.9","text_clues","The channel focuses on professional training and lifelong learning in the performing arts, indicatin","12"
"UC8YXmNHJ-JS0dd7z4Z9ChXA","Harv Video/Audio Stuff","Consumer Tech & Gadgets","I make videos about video, gear, cameras, lenses, audio recording, guitars and other things that interest me. Connect with me on Facebook http://bit.ly/2uiWqZD Please no 'pay for views' emails - it's dishonest and you won't get a reply","0.8","text_clues","The channel focuses on video gear, cameras, lenses, and audio recording, which aligns with consumer ","5"
"UCnbKOlm6H9njgmN-Yil90Rg","Heather Cox Richardson","Politics & World News","Heather Cox Richardson is a political historian who uses facts and history to make observations about contemporary American politics. She has written about the Civil War, Reconstruction, the Gilded Age, and the American West in award-winnin","0.9","text_clues","The channel focuses on contemporary American politics and historical analysis, which aligns closely ","4"
"UCpBvckYg2UXArcfzRcjpPjw","Helium 10","Business — entrepreneurship, marketing, and business strategies.","Introducing Helium 10. Powered by sellers like you, we started with just one mission in mind: to make running businesses on Amazon easier. From one tool we’ve evolved to a complete platform. And now the industry’s first all-in-one Amazon so","0.9","text_clues","The channel focuses on providing tools and resources for running businesses on Amazon, which aligns ","9"
"UC9HFMty5k4jdj36wV4E4Iuw","Hidden Technology","Technology","Tecnología Oculta es un canal de descubrimiento, de realidad, de verdades ocultas que te harán ahorrar mucho dinero en energía, conexión a internet, wifi, 4G, 5G, etc... Hidden Technology is a channel of discovery, of reality, of hidden tru","0.9","text_clues","The channel focuses on hidden truths related to technology, energy savings, and internet connectivit","7"
"UC9MAhZQQd9egwWCxrwSIsJQ","HISTORY","History — historical events, figures, and analysis.","The HISTORY® Channel, a division of A+E Global Media, is the premier destination for historical storytelling. From best-in-class documentary events, to a signature slate of industry leading nonfiction series and premium fact-based scripted ","0.95","text_clues","The channel focuses on historical storytelling and is described as a trustworthy source of informati","8"
"UCZEWB-9BQ2DW-gwBlJJaWNg","Hollywood:FCP","How-To & Skills Tutorials","This channel was started by Josh Beal and Jeff Asher, two editors working in scripted TV. We use Avid all day at work. Thing is, we wish we didn't have to. We wish we had the opportunity to use other systems such as Final Cut X. This baffle","0.8","text_clues","The channel focuses on providing tutorials and demos related to Final Cut Pro X, specifically aimed ","5"
"UCnorhjQR4zJkT7AVNhu395Q","Home RenoVision DIY","Home & Garden","Learn How to Renovate Like a Pro Welcome to Home RenoVision DIY, where we empower homeowners to renovation, save money, and build lasting value in their homes. I’m Jeff Thorman, a contractor with over 25 years of experience and now I’m here","0.9","text_clues","The channel focuses on home renovation and DIY projects, which aligns closely with home improvement ","6"
"UCpJ1vJPFqImom-NN2fkBS0A","HouseImprovements","How-To & Skills Tutorials","I produce how-to DIY home improvement videos to help people of all skill levels. I've been a professional in the construction industry for decades and share my knowledge with you to empower DIYers.","0.9","text_clues","The channel focuses on producing how-to DIY home improvement videos, indicating a strong emphasis on","3"
"UCeEqIv7lVwOOLnwxuuhQFuQ","Hugh Hou","Education","Kimchi & I make immersive films and teach what we learn - so you can tell stronger stories in 360° and VR180. I’m Hugh Hou, an Emmy-winning filmmaker, and this channel is where I share real-world camera tests, editing workflows, and behind-","0.9","text_clues","Teaching immersive filmmaking and storytelling techniques.","11"
"UCqyRc7Thu1T7qLIPvy0r7JA","I Love RV Life","Lifestyle","Welcome to I Love RV Life. There are numerous RV sites from seasoned full-timers to wide ranging forums. Joan and I want to share a different perspective of RV living – where we started, where we’ve been and what we’ve done to make our RV l","0.9","text_clues","Focus on RV living and personal experiences.","3"
"UC-ptWR16ITQyYOglXyQmpzw","IAmTimCorey","Education","My goal is to make your life easier, specifically when it comes to learning software development. I remember what it was like to not know even what questions to ask. In every video I do, I try to answer those questions. You will notice that","0.9","text_clues","Focus on learning software development and in-depth training.","8"
"UCZZwD8OcPUOo1WOVad_tKWA","Idustrial Revolution","Technology","We make awesome Final Cut Pro (FCPX) Plugins and Templates. We also host some great free Final Cut Pro and Motion tutorials. Loads of free plugins to download too. Make sure you come and visit!","0.9","text_clues","Focus on Final Cut Pro plugins and tutorials.","2"
"UCgBg0aacyJnw4qUnb1FlfEQ","Institute of Human Anatomy","Education","🧠 The Institute of Human Anatomy (""IOHA"") is a private human cadaver laboratory that educates health, fitness, and medical professionals on human anatomy and physiology using real human cadavers. 🏫 IOHA was founded in 2012 by Jeremy Jones","0.95","text_clues","Focus on teaching anatomy and physiology using cadavers.","2"
"UCFQgi22Ht00CpaOQLtvZx2A","ITV News","News","ITV News has been providing trusted and impartial news for more than 60 years. On our YouTube channel you'll find the best of our journalism from the UK and around the world. Subscribe to stay up-to-date with reports on the top news stories","1","text_clues","Channel focuses on news reporting and analysis.","7"
"UCHsThxa9HvDpSywv4bP55NA","J. Gravelle","Unclassified (sparse)","","0","text_clues","sparse_title_and_description","0"
"UCHzfWTvyt4VY7QTKKwY84Tw","Jack Cole","Unclassified (sparse)","I teach Video Editors how to get more Clients 📈","0","text_clues","sparse_title_and_description","0"
"UCbd-QOxzNKQifQfSuaH5I0A","JackConteExtras","Education","I'm Jack! CEO of Patreon, half of Pomplamoose and half of Scary Pockets. I'm currently experimenting with this channel, posting tips, ideas for creators, ways to help you build your Patreon membership, how to build a following, and stories ","0.8","text_clues","Tips for creators and building a following.","4"
"UC0aNNLyM8FveAGEeaOND10A","Jahin Shahriar","Education","Free Shopify Templates 👇 For business and other inquiries: Jahinshahriar@gmail.com This channel is all about Web Design , Ecommerce Business. I will upload video contents which can add value to your Ecommerce Business , Help you to learn s","0.9","text_clues","Focus on learning web design and ecommerce business.","7"
"UC-U0quP8-RF1pvyCessLg0g","Jake Sloan","Photography","I review and compare cameras, lenses and drones in the harsh Alaskan wilderness. Taking filmmaking and photography equipment out into the harsh but beautiful Alaskan wilderness I put cameras, lenses, drones and other related equipment to th","0.9","text_clues","Focus on reviewing cameras and teaching photography techniques.","6"
"UCMb0O2CdPBNi-QqPk5T3gsQ","James Hoffmann","Lifestyle","Hi! My name is James, and I make videos about anything and everything to do with coffee, occasionally food and sometimes business/entrepreneurship. I create how-tos, guides, reviews, vlogs, video essays and mini-documentary films. In the re","0.8","text_clues","Focus on coffee, food, and entrepreneurship.","10"
"UCZG-C5esGZyVfxO2qXa1Zmw","Jared Polin","Photography","Are you looking to take better photos? Are you not sure how to use your camera or simply want to pick up a few photography tips. If so, you've come to the right channel: FroKnowsPhoto. If you're tired of boring YouTube Photography videos th","0.95","text_clues","Focus on photography tips and techniques for all skill levels.","12"
"UCMlK5j8VTQHD21a79_cnZxA","Jasmine Hardie","Lifestyle","I’m an outdoor enthusiast who aims to inspire you to get out and adventure. Come along on all the fun!","0.9","text_clues","Outdoor enthusiast aiming to inspire adventure.","2"
"UCSm7riYU-NTWWFlG9XJBcRA","Jason Lee","Lifestyle","Hi, I’m Jason Lee. I share business ideas and smart ways to make money without burning out. If you're a founder, creator, or solo builder who wants more freedom, not more hustle, this channel’s for you.","0.9","text_clues","Focus on business ideas and smart ways to make money.","4"
"UC7Y1wd4-c4H2Cl0lAuNvJ-Q","jaybyrdfilms","Technology","JayByrd Films is a global leading Aerial Production Company. We specialize in all things drones; including heavylift, aerial lighting, aerial hyper lapses, and are best known for our FPV cinema and one-take fly-throughs. Our team consists o","0.9","text_clues","Focus on aerial production and drone technology.","7"
"UCR-DXc1voovS8nhAvccRZhg","Jeff Geerling","Technology","Father, author, developer, maker. Sometimes called ""an inflammatory enigma"".","0.8","text_clues","Developer and maker suggest a focus on technology.","2"
"UCXoJOZU-pR7AfD5yfae-zNg","Jenn Jager Pro Tutorials","Video Editing","I've been a professional video producer, editor and videographer for two decades! This channel is for fellow Final Cut Pro and Apple Motion users with tutorials on both pro apps published weekly. Check out my main channel for more general v","0.9","text_clues","Focus on Final Cut Pro and Apple Motion tutorials.","7"
"UCUSySH2YjIwsDu2Hx6DWwTA","Jesse Dollemore","News","Tired of the business-as-usual approach to talking about the news & politics that shape our world? So is Jesse Dollemore! Join him as he discusses today's most impactful topics. Along with periodic guests and on-camera podcast episodes, Jes","0.95","text_clues","Discusses impactful topics and current events with a focus on social justice.","10"
"UCFIRm1Fv1VC4DZxmYyvNOTQ","Jeven Dovey","Education","Helping you make better videos and tell interesting stories. My name is Jeven Dovey. I’m an adventure Filmmaker and I run a production company based out of Los Angeles. This channel teaches you everything that I’ve learned from my years of ","0.9","text_clues","Teaches video creation and storytelling techniques.","5"
"UCf9BO33b-MnIxB5y0azrxmg","Jimmy Carr","Film & TV","Welcome to Jimmy Carr's official YouTube channel, where you can find all the best bits from his stand-up comedy shows, TV appearances, podcasts, and more! Get tickets for Jimmy's Laughs Funny tour at https://www.jimmycarr.com/ Natural Born ","0.9","text_clues","Stand-up comedy and TV appearances are central themes.","7"
"UCa6vGFO9ty8v5KZJXQxdhaw","Jimmy Kimmel Live","Lifestyle","The official Jimmy Kimmel Live! YouTube Channel. Home of Celebrities Read Mean Tweets, YouTube Challenges and the rest of your favorite viral late night videos.","0.9","text_clues","Focus on late night videos and celebrity content.","1"
"UC-2YHgc363EdcusLIBbgxzg","Joe Scott","Education","Ask Questions. Get interesting, amazing, funny, inspiring, eye-opening, mind-shifting, informative answers. Every week. This is the home of Answers With Joe, where I take questions and comments and deconstruct them to find the interestingne","0.9","text_clues","Focus on answering questions and providing informative content.","7"
"UC5PA3oLhFbaba-LlbR_xVNg","joegardenerTV","Education","Welcome to joegardenerTV. My passion is organic gardening & growing food. I created this channel to teach you everything you need to know to grow like a pro - no experience required! In fact, I've been teaching people how to garden for over","0.9","text_clues","Focus on teaching organic gardening and growing food.","6"
"UC_Oz4jIU_rSmXaBH69kmddw","Johnny Davidson - Drumming & Hang Gliding","Lifestyle","Thanks for visiting my YouTube Channel. Please subscribe, like and share. Your support is inspiring! *Tribute to RUSH - Drum Cover Project available now! *Also check out some amazing Hang Gliding Flights as well. Enjoy the amazing views as ","0.8","text_clues","Focus on drumming and hang gliding as personal interests.","4"
"UCmGSJVG3mCRXVOP4yZrU1Dw","Johnny Harris","News","Independent journalist making videos that help you better understand the world Support my work here: https://www.patreon.com/johnnyharris Inquiries: newpress@unitedtalent.com","0.9","text_clues","Independent journalist making videos that help you better understand the world","2"
"UCXoMM35ugF5iOzAEb-PmfRA","Jonathan Petramala","News","I'm Jonathan, an independent journalist and documentarian with over 20 years of experience. I focus on documenting major disaster events, bringing attention to the power and resilience of the human spirit. For business/sponsorship inquiries","0.9","text_clues","Focus on documenting major disaster events.","6"
"UC40gs0opj389ohjLnJIAJzA","Jonathan Young","Unclassified (sparse)","Singer & music producer.","0","text_clues","sparse_title_and_description","0"
"UCqq3PZwp8Ob8_jN0esCunIw","Just For Laughs","Comedy","JustForLaughs Comedy, the official YouTube Channel of the Just For Laughs Comedy Festival. What's Just For Laughs? Oh, just the biggest, funniest, most awesomest comedy festival in the whole world. No big deal. We specialize in brilliant, h","1","text_clues","The channel specializes in stand-up comedy, sketches, and features clips from legendary comedians, i","6"
"UC8Sh9yuLqlpnQdBdcfwFErA","Just One Dime","Unclassified (low confidence)","Enduring Legacy Mentors (ELM) helps entrepreneurs & families plan their estates, shield their assets from lawsuits, minimize taxes, and build governance that preserves wealth—and family unity—for generations. 🔥 Take the Asset Protection Qu","0.1","text_clues","The channel focuses on estate planning and asset protection, which does not align with PC hardware o","1"
"UCkUDijzPGiHVBSeOktgpMiQ","K9’s and Chaos","Lifestyle","Dedicated to all the K9 Warriors and the Country way of life!! https://www.youtube.com/channel/UCkUDijzPGiHVBSeOktgpMiQ?sub_conformation=1","0.8","text_clues","The channel focuses on the 'Country way of life' which aligns with lifestyle content.","2"
"UCrBId04l9CaruJsQ5Q8y9lA","Kanade Sato","Music","Born in Saitama Prefecture, 2002. Familiar with Jazz fusion and Pop music from an early age. She self-taught the melody of ""Spain (Chick Corea)"", before speaking words . She started playing drums at 3 years old, and decided to become a prof","0.95","text_clues","The channel focuses on Kanade Sato's journey as a professional drummer, her musical achievements, an","7"
"UCcFfP0Px7cO3h6BCZUpXUQQ","Keith Wheeler Books","How-To & Skills Tutorials","Do you want to learn hints, tips and tricks to help make self-publishing and being an indie author just a little bit easier? Then you've come to the right place! I'm real, folks! I work 40+ hours a week, have a wife, 4 kids, 3 grandchildren","0.9","text_clues","The channel focuses on providing tips and tricks for self-publishing, which aligns with practical st","6"
"UCIma2WOQs1Mz2AuOt6wRSUw","KenDBerryMD","Health & Fitness","Evidence-Based Nutrition + Ancestral Health I’m Dr. Ken Berry, a Board Certified Family Physician, and the Proper Human Diet (PHD) is your roadmap to reclaiming your health. With over 20 years as a family physician, I’ve treated thousands o","0.95","text_clues","The channel focuses on evidence-based nutrition, ancestral health, and practical advice for diets an","6"
"UC_fXTGbg6ck3BU6X65e3sag","Kendrick's Gear Journal","Photography","In my career as a photographer and video producer, I use and evaluate a lot of gear. I believe in getting the right tools for the job. So on this channel, I like to share my thoughts on some of the gear I use and find interesting enough to ","0.9","text_clues","The channel focuses on evaluating and sharing thoughts on photography and video gear, indicating a s","10"
"UCnAGH-jp4YXl30rir1BPrxA","Keto Recipes","Cooking","Dr. Eric Berg is a chiropractor who has 30 years of experience in healthcare and specializes in healthy ketosis and intermittent fasting. You may know Dr. Berg from his popular YouTube channel (with over 13M subscribers) where he breaks dow","0.9","text_clues","The channel focuses on sharing keto recipes and cooking tips, which aligns closely with the cooking ","6"
"UC-s3Pb8uIBm0QN8MVaulJKA","Kindlepreneur","How-To & Skills Tutorials","Kindlepreneur TV is helping people to learn how to sell more books today. My channel is dedicated to helping self publishers develop their platform online and market their eBooks. Kindlepreneur TV provides author services, reviews, how to b","0.9","text_clues","The channel focuses on helping self-publishers learn to sell books and optimize marketing strategies","4"
"UCQaqi80QVyIhFQ6HZTXCeOg","King County Sheriff Air Support","Public Safety","King County Sheriff's Office Air Support Unit","0.9","text_clues","The channel is associated with the King County Sheriff's Office Air Support Unit, indicating a focus","0"
"UCLRlryMfL8ffxzrtqv0_k_w","KinoCheck.com","Film & TV","KinoCheck – Your Ultimate Movie Destination! Welcome to KinoCheck, your #1 source for the hottest movie news, trailers, and clips! Stay updated with the latest content from over 250 major distributors, including Disney, Warner Bros., Univer","0.95","text_clues","The channel focuses on movie news, trailers, and video essays related to films, indicating a strong ","12"
"UCyKUfgfeRaCrqMr9b0UcSoQ","Kraken The Box","Travel","YO HO ME HEARTIES! Follow me, Captain Kori and me crew mate Pixi, as we discover the treasures to be found in the pirate wonderland of urbex, unboxing and adventures!! Captain Kori Foundation Fund: https://gofund.me/2ce1b52e Channel Editors","0.8","text_clues","The channel focuses on adventures and exploration in a pirate-themed context, suggesting travel expe","3"
"UCW7bg34be3iNMXjPNctjYKA","KSENIA BUZINA","Unclassified (sparse)","","0","text_clues","sparse_title_and_description","0"
"UCFbtcTaMFnOAP0pFO1L8hVw","Kyle Hill","Education","Award-winning science educator. Nuclear communications expert. BASILISK Head of Science Education and Outreach. CFF Dogs of Chernobyl charity ambassador. Video game science advisor. Voice actor. ""Very interesting!"" - International Atomic En","0.9","text_clues","The channel's description highlights Kyle Hill as an award-winning science educator and emphasizes h","8"
"UC4oVjJptcsvtgIMrdIUQYlQ","LADbible Stories","How-To & Skills Tutorials","Welcome to LADbible Stories, the home of original shows and extraordinary stories told by real people. Here, you’ll find unique experiences shared in our award-winning Minutes With series, get answers to the questions you’ve always wanted t","0.7","text_clues","The channel features original shows and storytelling that includes practical insights and experience","2"
"UCXZDUSJ0XU4KxhI00R_yCXQ","Lari Basilio","Unclassified (sparse)","Musician. Guitar Player. www.laribasilio.com","0","text_clues","sparse_title_and_description","0"
"UCSvCR76uY0R8mjVETskWRvg","Larry Jordan","Video Editing","Nobody understands media production and and post-production like Larry Jordan. Need training in Apple Final Cut Pro, Adobe Premiere Pro, or DaVinci Resolve? We got it. Need tips on how to improve your business? We got it. Looking for leadin","0.9","text_clues","The channel focuses on media production and post-production, specifically mentioning training in vid","9"
"UCz8K1occVvDTYDfFo7N5EZw","Law&Crime Network","News","Law & Crime is the leading multi-platform network that covers live court video, high-profile criminal trials, crazy crime, celebrity justice, and smart legal analysis. Created by TV’s top legal commentator and attorney, Dan Abrams, Law & Cr","0.95","text_clues","The channel focuses on live court coverage, legal analysis, and high-profile criminal trials, which ","11"
"UCzUyasGg5A03r3zPkorqIBQ","Learn Color Grading","Video Editing","Free Resolve 16 crash course! Learn the basics of each and every tab/page in Resolve (Media, Cut, Edit, Fusion, Color Fairlight & Deliver). Sign up here: https://filmsimplified.com/p/davinci-resolve-crash-course","0.9","text_clues","The channel focuses on color grading and video editing techniques using DaVinci Resolve.","3"
"UCyy1JVscJxxJfJx2IrQm2Ug","Learn From Most Influential Investors","Education","","0.9","text_clues","The title suggests a focus on learning from influential investors, indicating an educational purpose","0"
"UCWWq67D7TofEPq_eBiaYCWw","Learn Online Video","How-To & Skills Tutorials","Helping you Master The Art of Online Video Production. Watch easy to understand tutorials, learn epic camera tricks & improve your editing skills.","0.9","text_clues","The channel focuses on tutorials and practical guides for mastering video production skills.","8"
