cluster_id,cluster_label,id,title,description_snippet,sim,confidence,videoCount
c13,News / Military / China,UCL4cw2w7kMcTpsqGMtzs02w,Dub Element,Dub Techno and Deep Progressive Techno Selection.,0.129,0.105,209
c13,News / Military / China,UCknLrEdhRCp1aegoMqRaCZg,DW News,"Journalism that’s Made for Minds. Follow us for global news and analysis from the heart of Europe. DW News delivers the world's breaking news while going deep beneath the surface of what's going on. Correspondents on the ground and in the studio provide their detailed analysis and insights on issues that affect our viewers.   Deutsche Welle is Germany’s international broadcaster, producing content in 30 languages. We independently report social, political and economic developments in Germany and…",0.383,0.305,42368
c12,Cut / Pro / Final,UCYlZLHOzom9-MryCEodaoXg,Dylan Bates • The Final Cut Bro,Apple Motion & Final Cut Pro Tutorials! Does anybody actually read these descriptions? You get 10 *points if you do!  *points have no actual value. Terms and conditions don't really apply.  100+ Downloads and an exclusive Discord channel on my Patreon! 👉 https://www.patreon.com/TheFinalCutBro  For Business Inquiries & Questions 👉 Dylan(at)TheFinalCutBro.com,0.375,0.3,419
c12,Cut / Pro / Final,UC_HzoVeEzCUsHJtHCemb9sg,Dylan John,"What's up creative peeps! If you're looking to take your videography and content creation and Final Cut Pro skills to the next level with expert editing tips, pro-level workflow hacks, and in-depth gear reviews, then this channel is for you. Whether you're a content creator, filmmaker, or YouTuber, my channel will help you to shoot smarter, edit faster, and create better videos with tools and techniques that actually work. From the best cameras, lenses, mics, and lights to cinematic tricks and F…",0.454,0.341,381
c12,Cut / Pro / Final,UCKUSu0zaUcTg0L6Bsxr51og,Editors Keys,Become a better content creator: https://www.youtube.com/editorskeys?sub_confirmation=1  https://www.editorskeys.com,0.171,0.127,709
c11,Music / Jazz / Productions,UCRKUD_3V4q7qyAexSuiBIFw,El Conan,"Simply wanting to share my love of Jazz, Gospel, and Latin Christian Music",0.249,0.201,16
c01,David / Elizabeth / Gravelle,UCskD50ri3723Tk1SkS-qAIA,El Estepario Siberiano,,0.13,0.13,915
c14,Gardening / Garden / Show,UCt9kG_EDX8zwGSC1-ycJJVA,Elementor,"Elementor is the leading website builder platform for WordPress web creators. It empowers seamless web creation through offerings like an all-in-one managed hosting and site-building solution, a dedicated professional website builder plugin, the Hello theme, and AI integration. Elementor operates under an open-source GPLv3 license with 17M+ active installations and 5500+ 5-star reviews. Explore the comprehensive Elementor Academy at https://elementor.com/academy",0.133,0.081,797
c01,David / Elizabeth / Gravelle,UCgslJ2VwZHVxw-D095WQ3lQ,Elise Trouw,Multi-Instrumental Recording Artist Pearl + Paiste + Vater Endorsed Drummer,0.133,0.111,27
c01,David / Elizabeth / Gravelle,UCN7kH4qcPPPC_KWlX6Ze-Iw,Elizabeth G,,0.13,0.119,0
c03,Com / Www / Facebook,UCvrmr8Nfd86dG7pnSHC7c6Q,EllenPlaysBass,"13-year-old bass player from Las Vegas, Nevada. Started playing the bass in April 2020. The journey continues ...   Official Website:  www.EllenPlaysBass.com Contact: info@hovakalaverdyan.com",0.324,0.25,202
c02,Youtube / Pakman / Clips,UCXAWX5r69jcqPTNAhXCSA7Q,Elon Musk Fan Zone,"The Elon Musk Zone YouTube Channel  — The Elon Musk Fan YouTube channel covering the latest Elon Musk news!  ⚠️ DISCLAIMER: THIS IS A FAN-MADE CHANNEL AND IS NOT AFFILIATED WITH ELON MUSK OR HIS COMPANIES ⚠️  💼 Copyright or other business inquiries: see email below.  We transform the original content from shows, podcasts, and keynotes with Mr. Elon Musk to provide the viewers with a more immersive experience.   We also make the messages of Elon Musk more accessible to people that are suffering f…",0.203,0.137,1016
c05,Business / Digital / Inquiries,UCokX6YIQymfsKSJvqo9dGEQ,Endless RVing,"We are here to make your RV life easier and more enjoyable!   We are Izzy, MJ, Jason, and fur baby Bowser and we are Endless RVing.  We love RVing, travel, helping others and simply having fun!     Our channel creates very informative videos on RV DIY,  RV upgrades, RV product reviews, RV tour videos, RV campground review videos, and much more!   If you love RVing and traveling, subscribe and join us for weekly videos!  Please subscribe and come along with us if you want to learn, enjoy, and gro…",0.223,0.104,1655
c01,David / Elizabeth / Gravelle,UCVIo_UX--1R03WE_U3I6xEA,Engineered Arts,,0.13,0.109,87
c14,Gardening / Garden / Show,UCSbyncU597LMwb3HhnAI_4w,Epic Gardening,"We exist to help you grow. Dive in to our in-depth grow guides, inspiration, tips, and tricks.",0.377,0.326,730
c14,Gardening / Garden / Show,UCka3OGDqIQnPcuh1DtWcBdw,Epic Tutorials for Mobile Filmmaking + EPIC LUTs,"Master the art of smartphone filmmaking on iPhone and Android with our EPIC tutorials, gear reviews, and color grading tools like EPIC LUTs for Apple Log on iPhone 15/16 Pro. All I want is the perfect (tiny) camera!📱📸  We dive deep into the best pro video apps—Blackmagic Camera, MotionCam Pro, and more—and share honest, hands-on reviews of must-have smartphone filmmaking accessories. Whether you’re a beginner or a mobile pro, Epic Tutorials gives you the tools and knowledge to create cinematic c…",0.207,0.026,169
c02,Youtube / Pakman / Clips,UCAPeu_wnvIB5AkQ-xnkLOJA,Eric Welander,"I love talking about Apple and smart home tech here on YouTube. I’ve been working in app development on Apple's platforms since 2011, and building out my smart home on YouTube since 2018.  For reviews and sponsorships, email eric@ericw.org",0.243,0.152,456
c08,Products / Time / Step,UCxByVUuLdxxiqQVmbOnDEzw,Erik Grankvist,"Sometimes we hear a call from nature. When I was 18 years old I ventured out alone with only a backpack full of simple hand tools to actualize my dream. Build my own traditional off grid log cabin by hand from the materials of the Swedish wilderness. Just like our ancestors.  I had no previous experience in building, gathering materials or filming. So I started studying myself the old arts and learning from my grandfather. I began to cut down trees and film with my phone, learning as I go. My pr…",0.251,0.14,78
c06,History / World / Every,UCzr30osBdTmuFUS8IfXtXmg,Essential Craftsman,"40+ years of building experience, all in one channel. Learn house-building, carpentry & construction, blacksmithing, safety & productivity,  how other trades & shops function, and maybe even how to be a better version of ourselves! The videos feature Scott Wadsworth covering a wide array of topics, tools, history, and lessons learned. The purpose of the channel is to showcase the knowledge that is gained through experience, and encourage respect for the craftsmen, their tools, and history.",0.242,0.152,880
c13,News / Military / China,UCzz4CoEgSgWNs9ZAvRMhW2A,Everything Electric CARS,"Visit our LIVE exhibitions in Australia, the UK, USA, Canada & Europe: https://fullycharged.live/ Check out our sister channel: @EverythingElectricShow ! Become a Patreon: https://www.patreon.com/fullychargedshow Become a YouTube member: use JOIN button above Subscribe to the Everything Electric CARS, Everything Electric TECH & Everything Electric APAC channels Subscribe for episode alerts and the Everything Electric newsletter: https://fullycharged.show/zap-sign-up/ Visit: https://FullyCharged.…",0.152,0.081,1066
c02,Youtube / Pakman / Clips,UCDjvi-_c_ffte2LaNaE2j8g,F-22 Demo Team,The official YouTube Channel for the F-22 Raptor Demonstration Team.,0.216,0.178,43
c14,Gardening / Garden / Show,UCihmYOoCWYffpuMfuP7BAqA,FD Real,"FD Real is dedicated to bringing our viewers high-quality entertainment for free. You will experience the lives of exceptional people up close and personal. You’ll be right behind rescue teams, experience work in life-threatening environments, but also see and hear the stories of remarkable people and their ferocious passionate dedication.   Quintus Studios GmbH Gerrit Kemming Akazienstraße 28 10823 Berlin info@quintus-media.com +49 30 98 556 174",0.178,0.085,315
c08,Products / Time / Step,UCKvJ_vxZZoN5yeWBU2CVGcQ,Fit Father Project - Fitness For Busy Fathers,"We help Dads, and men over 40 lose weight, build muscle, and create lifelong health for themselves and their family!  We've helped tens of thousands of busy dads in over 100 countries get in better shape and better health.  Our team of men's health experts has created some of the best meal plans, workouts, and motivational videos specifically built for you as a busy father in your 40s, 50s, 60s, and beyond!",0.2,0.11,1026
c13,News / Military / China,UC_Se32jLBjnOuftl1u3zfLw,Fluctus,"Fluctus is a website and YouTube channel dedicated to sea geeks. Whenever you are curious or an incorrigible lover of this mysterious world, our videos are made for you !  We publish 3 videos a week on our Youtube channel and many more articles on our website.  Feel free to subscribe to not miss any of our updates and visit our website to discover additional content.  Don’t forget to follow us on our social media and our website:  https://www.facebook.com/TheFluctusOfficial (This is the only off…",0.198,0.09,1201
c09,Get / Podcast / Business,UCHlHSn0iwyYJg9LQETZ5R_Q,Four80East,"Welcome to the official Four80East YouTube channel!  Four80East is an electro-jazz collective that’s all about the groove. Mixing jazz with other genres and underpinning it all with electronic production, the Canadian producer duo of Rob DeBoer and Tony Grace have created a signature bass-propelled sound that entrances listeners of their recordings and enthralls audiences at their live shows.",0.165,0.061,167
c05,Business / Digital / Inquiries,UConJDkGk921yT9hISzFqpzw,Freethink,"Tech’s Cultural Frontier. Covering the builders, ideas, and innovations shaping society. Changing media with Big Think.",0.131,0.086,949
c10,Photography / Tutorials / Nick,UCnvgtzmvlb6d58d9BbOKuMA,Fstoppers,"Subscribe to our channel here: https://www.youtube.com/@FStoppers?sub_confirmation=1   Fstoppers is a community of photographers and videographers aimed at helping you grow your photography business, make informed decisions when buying photography gear, understanding the latest editing software and lighting tools, and ultimately helping you get back to enjoying photography!  Fstoppers produces a lot of video content here on Youtube, but we also publish tons of daily content written by real, work…",0.404,0.295,946
c08,Products / Time / Step,UCw9zJ3qnebPPGsutiEAvu5Q,Full Time Filmmaker,Your Creative Home Base,0.214,0.13,302
c09,Get / Podcast / Business,UC_RovKmk0OCbuZjA8f08opw,Futurepedia,Learn to leverage AI tools and acquire AI skills to future-proof your life and business.,0.177,0.092,130
c03,Com / Www / Facebook,UC_kg1A_YPAa66hZWq7VPg7Q,Garden Answer,Garden Answer | Fun DIY and Garden Videos   www.youtube.com/gardenanswer www.facebook.com/gardenanswer Twitter @gardenanswer contact@gardenanswer.com,0.359,0.214,2642
c14,Gardening / Garden / Show,UCigpI42Fq8aYp6IDIoDSqQQ,Garden Style nw,"Sharpen your gardening skills and gain expert advice from Nursery owner, Garden Designer and Horticulturist Debbie Cassidy. Garden Style design advice and the latest tips, tricks and trends to inspire you to get your hands dirty! Loaded with information for the new gardener and the more advanced. Tips on how to plant veggies, flowers, trees and shrubs for big impact! Also how to determine the best placement and design for everlasting beauty and enjoyment. I Can't wait to share my experience and …",0.339,0.265,133
c14,Gardening / Garden / Show,UCWsI0LmiDyezbnN2JCL4P9w,Gardener Scott,"The Gardener Scott channel offers thorough videos that show how to garden, explanations of why it works, gardening philosophy to keep it enjoyable, and demonstrations of all steps in the process. With more than 500 helpful videos, new videos coming regularly, and a gardening Q&A livestream on Mondays at 9:00am MST, there is something for every gardener. From my Zone 5b Colorado garden, you'll find new and expansive gardening knowledge regardless of your gardening skill level and where you live. …",0.44,0.377,870
c14,Gardening / Garden / Show,UCnPPpuLBjQZYC6M2BDxd0Ew,Gardening Products Review,"Honest, unbiased reviews of a wide range of gardening products. If it's used in the garden, we review it!  We show you the good, the bad and the ugly for   - all kinds of power tools (from mowers, blowers, and string trimmers to chainsaws and tillers),  - hand tools (like pruning shears, loppers and shovels) and  - a huge variety of other gardening items (such as sprinklers and hose nozzles).   Plus, new how-to videos each month covering common yard and garden tasks and gardening tips.   - Want …",0.429,0.299,90
c14,Gardening / Garden / Show,UCptL6_qMImyW_yZwiMjQdpg,Gary Pilarchik (The Rusted Garden),"This is a 'Teaching Channel' that is dedicated to vegetable gardening and growing food. Use the timestamps to navigate quickly  through longer videos.  However, I typically make short and to the point educational videos. My goal is to quickly get you the information you seek, to help you have a better experience in your gardens. I cover all aspects of vegetable gardening includeing seed starting, planting, tending & care,  pest & disease management, harvesting, cooking, and constructing trellise…",0.363,0.283,2162
c13,News / Military / China,UCctXZhXmG-kf3tlIXgVZUlw,GaryVee,"Gary Vaynerchuk is a serial entrepreneur and serves as the Chairman of VaynerX, the CEO of VaynerMedia, and the Creator and CEO of VeeFriends. Gary is considered one of the leading global minds on what’s next in culture, relevance, and the internet. Known as “GaryVee,” he is described as one of the most forward thinkers in business. He is a prolific angel investor with early investments in companies like Facebook, Twitter, Tumblr, Venmo, Snapchat, Coinbase, and Uber.  In addition to running mult…",0.174,0.087,6376
c02,Youtube / Pakman / Clips,UCR1LVH-teuA3-Kfy576TYSw,georgemichael,The official YouTube channel for George Michael.  Celebrating 40 years of Careless Whisper 🎷,0.211,0.186,101
c13,News / Military / China,UCrWmonkmTk5NbvmVnc7f70w,Glenn Kirschner,"Glenn Kirschner brings analysis and insight to legal issues of the day, drawing from his 30 years as a federal prosecutor, homicide prosecutor and Army JAG. After spending more than 6 years as an on-air Legal Analyst for NBC News and MSNBC, Glenn decided to leave corporate media and be 100% independent in all his professional endeavors.  Please check out our newly launched Team Justice and Justice Matters merchandise store: shop.spreadshirt.com/glennkirschner  Please consider supporting our cont…",0.235,0.166,2099
c05,Business / Digital / Inquiries,UCIJHwsTJyrH4YznoJxZmJHQ,GR-Research,GR Research began in 1995 as a passion for high quality audio turned business venture. We are driven by a desire for excellence and expect nothing less than to turn the next page in mainstream loudspeaker design.,0.188,0.14,317
c14,Gardening / Garden / Show,UC9r61qohBg1qgGty4_WzojA,GrowVeg,We're passionate organic gardeners who love growing our own food and helping others. We produce the very best vegetable garden planning apps and garden layout software to help you get the most from your garden.  Use the links below or contact us if you have any questions...,0.295,0.21,561
c12,Cut / Pro / Final,UCfE5Cz44GlZVyoaYTHJbuZw,Guga Foods,"Hi, Thanks for visiting Guga Foods! I am here too share all my favorite recipes with you.  Cooking things me and my family love, BBQ to Unique style meats and my specialty Brazilian Churrasco.  I love to hear from you and you are welcome to send me a message or leave a comment on any video.  Thanks for stopping by!",0.162,0.095,562
c11,Music / Jazz / Productions,UC7HOGKjSKzP5PBfmdaAkbQg,Guildhall School of Music & Drama,"Guildhall School is a vibrant, international community of musicians, actors and production artists in the heart of the City of London.   Ranked number one in Arts, Drama & Music by the Complete University Guide 2025, one of the top five institutions in the world for Music and Performing Arts in the QS World University Rankings 2024, as well as the number one higher education institution in the Guardian University Guide music league table, we deliver world-class professional training in partnersh…",0.332,0.25,234
c07,Make / Matt / Money,UC8YXmNHJ-JS0dd7z4Z9ChXA,Harv Video/Audio Stuff,"I make videos about video, gear, cameras, lenses, audio recording, guitars and other things that interest me.   Connect with me on Facebook http://bit.ly/2uiWqZD  Please no 'pay for views' emails - it's dishonest and you won't get a reply",0.19,0.106,468
c06,History / World / Every,UCnbKOlm6H9njgmN-Yil90Rg,Heather Cox Richardson,"Heather Cox Richardson is a political historian who uses facts and history to make observations about contemporary American politics. She has written about the Civil War, Reconstruction, the Gilded Age, and the American West in award-winning books whose subjects stretch from the European settlement of the North American continent to the history of the Republican Party through the Trump administration. She is the author, most recently, of the best-selling Democracy Awakening: Notes on the State o…",0.238,0.188,413
c05,Business / Digital / Inquiries,UCpBvckYg2UXArcfzRcjpPjw,Helium 10,"Introducing Helium 10.   Powered by sellers like you, we started with just one mission in mind: to make running businesses on Amazon easier.   From one tool we’ve evolved to a complete platform.  And now the industry’s first all-in-one Amazon software gives you the power to do everything— product research, keyword searches, listing optimization, analytics, marketing, and running your business in half the time.  But our one-stop business solution goes beyond software.   We strive to always do mor…",0.273,0.152,603
c08,Products / Time / Step,UC9HFMty5k4jdj36wV4E4Iuw,Hidden Technology,"Tecnología Oculta es un canal de descubrimiento, de realidad, de verdades ocultas que te harán ahorrar mucho dinero en energía, conexión a internet, wifi, 4G, 5G, etc...  Hidden Technology is a channel of discovery, of reality, of hidden truths that will make you save a lot of money in energy, internet connection, wifi, 4G, 5G, etc...  DISCLAIMER: The Liberty Engine or other products featured in our videos are not for sale, they are only prototypes and we have never offered them for sale. Any we…",0.226,0.139,258
c06,History / World / Every,UC9MAhZQQd9egwWCxrwSIsJQ,HISTORY,"The HISTORY® Channel, a division of A+E Global Media, is the premier destination for historical storytelling. From best-in-class documentary events, to a signature slate of industry leading nonfiction series and premium fact-based scripted programming, The HISTORY® Channel serves as the most trustworthy source of informational entertainment in media. The HISTORY® channel has been named the #1 U.S. TV network in buzz for seven consecutive years by YouGov BrandIndex, and a top favorite TV network …",0.327,0.256,11054
c12,Cut / Pro / Final,UCZEWB-9BQ2DW-gwBlJJaWNg,Hollywood:FCP,"This channel was started by Josh Beal and Jeff Asher, two editors working in scripted TV. We use Avid all day at work. Thing is, we wish we didn't have to. We wish we had the opportunity to use other systems such as Final Cut X. This baffles most of our friends and peers and we are often met with blank stares. We're here to piggy back on the great contributions of Mike Matzdorff and Michael Yanovich's channel, UNAUTHORIZED FCPX. Our channel is here to help explain what appeals to us about Final …",0.436,0.343,27
c07,Make / Matt / Money,UCnorhjQR4zJkT7AVNhu395Q,Home RenoVision DIY,"Learn How to Renovate Like a Pro Welcome to Home RenoVision DIY, where we empower homeowners to renovation, save money, and build lasting value in their homes.  I’m Jeff Thorman, a contractor with over 25 years of experience and now I’m here to pass on everything I’ve learned.  On this channel you’ll learn the skills and techniques professionals use broken down step-by-step so you can do it yourself with confidence.  Follow along and watch the Forever Home series. I’m renovating my 1974 home fro…",0.283,0.108,1023
c07,Make / Matt / Money,UCpJ1vJPFqImom-NN2fkBS0A,HouseImprovements,I produce how-to DIY home improvement videos to help people of all skill levels. I've been a professional in the construction industry for decades and share my knowledge with you to empower DIYers.,0.187,0.098,484
c14,Gardening / Garden / Show,UCeEqIv7lVwOOLnwxuuhQFuQ,Hugh Hou,"Kimchi & I make immersive films and teach what we learn - so you can tell stronger stories in 360° and VR180. I’m Hugh Hou, an Emmy-winning filmmaker, and this channel is where I share real-world camera tests, editing workflows, and behind-the-scenes lessons from the field. If you’re a creator, brand, or educator trying to level up in immersive video, you’re in the right place.  Expect practical tips, honest reviews, and step-by-step guides you can actually follow - plus a few experiments that p…",0.186,0.074,1218
c07,Make / Matt / Money,UCqyRc7Thu1T7qLIPvy0r7JA,I Love RV Life,"Welcome to I Love RV Life. There are numerous RV sites from seasoned full-timers to wide ranging forums. Joan and I want to share a different perspective of RV living – where we started, where we’ve been and what we’ve done to make our RV life more enjoyable. We’ll show the campgrounds we visit, take you along to see the sites, and share the changes and additions to make our RV home. So welcome, stay awhile, share our videos with other, and we hope we’ll see you soon.  To get more information ab…",0.277,0.152,403
c10,Photography / Tutorials / Nick,UC-ptWR16ITQyYOglXyQmpzw,IAmTimCorey,"My goal is to make your life easier, specifically when it comes to learning software development. I remember what it was like to not know even what questions to ask. In every video I do, I try to answer those questions. You will notice that I don't usually do quick videos. That's because I would rather help you understand rather than just padding my watch percentages. If you want more in-depth training, feel free to head over to my website (https://www.iamtimcorey.com) where I have courses dedic…",0.209,0.097,888
c12,Cut / Pro / Final,UCZZwD8OcPUOo1WOVad_tKWA,Idustrial Revolution,We make awesome Final Cut Pro (FCPX) Plugins and Templates. We also host some great free Final Cut Pro and Motion tutorials. Loads of free plugins to download too. Make sure you come and visit!,0.394,0.312,182
c14,Gardening / Garden / Show,UCgBg0aacyJnw4qUnb1FlfEQ,Institute of Human Anatomy,"🧠 The Institute of Human Anatomy (""IOHA"") is a private human cadaver laboratory that educates health, fitness, and medical professionals on human anatomy and physiology using real human cadavers.  🏫 IOHA was founded in 2012 by Jeremy Jones and Jonathan Bennion, two brothers-in-law with a passion for helping people. Jeremy is an entrepreneur, and Jonathan is a licensed and actively practicing P.A. in urgent care with over 17 years of experience teaching anatomy and physiology.  🌍 Our mission is t…",0.179,0.109,901
c13,News / Military / China,UCFQgi22Ht00CpaOQLtvZx2A,ITV News,"ITV News has been providing trusted and impartial news for more than 60 years. On our YouTube channel you'll find the best of our journalism from the UK and around the world.   Subscribe to stay up-to-date with reports on the top news stories, explainers and analysis from our team of specialist correspondents to help you make sense of what’s happening, and watch must-see interviews and videos.",0.373,0.273,25206
c01,David / Elizabeth / Gravelle,UCHsThxa9HvDpSywv4bP55NA,J. Gravelle,,0.13,0.13,99
c09,Get / Podcast / Business,UCHzfWTvyt4VY7QTKKwY84Tw,Jack Cole,I teach Video Editors how to get more Clients 📈,0.148,0.105,1000
c11,Music / Jazz / Productions,UCbd-QOxzNKQifQfSuaH5I0A,JackConteExtras,"I'm Jack! CEO of Patreon, half of Pomplamoose and half of Scary Pockets. I'm currently experimenting with this channel, posting tips, ideas for creators, ways to help you build your Patreon membership, how to build a following, and stories about creators.   Dead Wax | Nerdy conversations about music https://www.youtube.com/DeadWaxShow  Pomplamoose | My band with my wife https://www.youtube.com/pomplamoosemusic  Scary Pockets | My funk band with my best friend https://www.youtube.com/scarypockets…",0.248,0.144,164
c05,Business / Digital / Inquiries,UC0aNNLyM8FveAGEeaOND10A,Jahin Shahriar,"Free Shopify Templates 👇  For business and other inquiries: Jahinshahriar@gmail.com  This channel is all about Web Design , Ecommerce Business. I will upload video contents which can add value to your Ecommerce Business , Help you to learn something new And my personal opinions to create a perspective.  If I am a stranger to you, let me introduce myself. I am Jahin Shahriar, currently working as a Freelance Web Designer for web agencies and In freelance markeplaces From Sylhet, Bangladesh. I lov…",0.236,0.139,154
c10,Photography / Tutorials / Nick,UC-U0quP8-RF1pvyCessLg0g,Jake Sloan,"I review and compare cameras, lenses and drones in the harsh Alaskan wilderness.  Taking filmmaking and photography equipment out into the harsh but beautiful Alaskan wilderness I put cameras, lenses, drones and other related equipment to the test to see what survives, what is worth upgrading to, and where they fall apart. I also teach how to use it to capture incredible photos and videos so you can improve your photos and videos no matter where you are.",0.245,0.199,468
c06,History / World / Every,UCMb0O2CdPBNi-QqPk5T3gsQ,James Hoffmann,"Hi! My name is James, and I make videos about anything and everything to do with coffee, occasionally food and sometimes business/entrepreneurship. I create how-tos, guides, reviews, vlogs, video essays and mini-documentary films. In the real world, I've started a few companies, I wrote ""The World Atlas of Coffee"" and ""How To Make The Best Coffee At Home"". I do a little advisory work for startups too.  If you want to get in touch, drop me a line but please read these two things first:  1. I don'…",0.234,0.073,390
c10,Photography / Tutorials / Nick,UCZG-C5esGZyVfxO2qXa1Zmw,Jared Polin,"Are you looking to take better photos? Are you not sure how to use your camera or simply want to pick up a few photography tips. If so, you've come to the right channel: FroKnowsPhoto.    If you're tired of boring YouTube Photography videos that rarely show the presenter actually taking photos then you've come to the right place. My goal is to make ""Fun and Informative"" videos to help photographers of all skill levels.   You will find new videos posted most days of the week. Some of my video ser…",0.348,0.211,3796
c09,Get / Podcast / Business,UCMlK5j8VTQHD21a79_cnZxA,Jasmine Hardie,I’m an outdoor enthusiast who aims to inspire you to get out and adventure. Come along on all the fun!,0.172,0.141,60
c07,Make / Matt / Money,UCSm7riYU-NTWWFlG9XJBcRA,Jason Lee,"Hi, I’m Jason Lee.  I share business ideas and smart ways to make money without burning out. If you're a founder, creator, or solo builder who wants more freedom, not more hustle, this channel’s for you.",0.236,0.158,78
c11,Music / Jazz / Productions,UC7Y1wd4-c4H2Cl0lAuNvJ-Q,jaybyrdfilms,"JayByrd Films is a global leading Aerial Production Company. We specialize in all things drones; including heavylift, aerial lighting, aerial hyper lapses, and are best known for our FPV cinema and one-take fly-throughs. Our team consists of seasoned cinematographers, legendary pilots, amazing producers, world-class editors & sound engineers that push the limits of filmmaking. We create, capture and edit awe-inspiring footage making the most engaging and immersive content in the industry.  Devot…",0.161,0.08,253
c12,Cut / Pro / Final,UCR-DXc1voovS8nhAvccRZhg,Jeff Geerling,"Father, author, developer, maker. Sometimes called ""an inflammatory enigma"".",0.122,0.087,528
c12,Cut / Pro / Final,UCXoJOZU-pR7AfD5yfae-zNg,Jenn Jager Pro Tutorials,"I've been a professional video producer, editor and videographer for two decades! This channel is for fellow Final Cut Pro and Apple Motion users with tutorials on both pro apps published weekly. Check out my main channel for more general video marketing content at http://www.youtube.com/jennjager.  Cheers!",0.396,0.325,197
c09,Get / Podcast / Business,UCUSySH2YjIwsDu2Hx6DWwTA,Jesse Dollemore,"Tired of the business-as-usual approach to talking about the news & politics that shape our world? So is Jesse Dollemore! Join him as he discusses today's most impactful topics. Along with periodic guests and on-camera podcast episodes, Jesse tackles the headlines with seriousness and irreverence.  For more from Jesse, check out his podcast, I Doubt It Podcast. A breaking news and current events podcast firmly centered on social justice, incorporating thought-provoking commentary, guest intervie…",0.223,0.116,5044
c07,Make / Matt / Money,UCFIRm1Fv1VC4DZxmYyvNOTQ,Jeven Dovey,Helping you make better videos and tell interesting stories.  My name is Jeven Dovey.  I’m an adventure Filmmaker and I run a production company based out of Los Angeles.  This channel teaches you everything that I’ve learned from my years of creating for clients and making videos here on YouTube.  Lets Work Together!  Contact me here: https://www.jevendovey.com/contactme,0.213,0.134,997
c09,Get / Podcast / Business,UCf9BO33b-MnIxB5y0azrxmg,Jimmy Carr,"Welcome to Jimmy Carr's official YouTube channel, where you can find all the best bits from his stand-up comedy shows, TV appearances, podcasts, and more!  Get tickets for Jimmy's Laughs Funny tour at https://www.jimmycarr.com/  Natural Born Killer -  Now Streaming: https://www.netflix.com/gb/title/81679673  Subscribe to this channel and turn on notifications to get notified whenever Jimmy uploads a new video. You won't regret it, unless you're easily offended.  Subscribe now: https://www.youtub…",0.195,0.078,2035
c02,Youtube / Pakman / Clips,UCa6vGFO9ty8v5KZJXQxdhaw,Jimmy Kimmel Live,"The official Jimmy Kimmel Live! YouTube Channel. Home of Celebrities Read Mean Tweets, YouTube Challenges and the rest of your favorite viral late night videos.",0.278,0.199,7566
c14,Gardening / Garden / Show,UC-2YHgc363EdcusLIBbgxzg,Joe Scott,"Ask Questions. Get interesting, amazing, funny, inspiring, eye-opening, mind-shifting, informative answers. Every week.  This is the home of Answers With Joe, where I take questions and comments and deconstruct them to find the interestingness - the funny, unique, but universal truths that give you a new perspective on the world. Enter with an open mind. Leave with a blown one. New videos every Monday unless I screw up.  Follow me @answerswithjoe on: Facebook Twitter Snapchat Instagram  Want to …",0.17,0.069,923
c14,Gardening / Garden / Show,UC5PA3oLhFbaba-LlbR_xVNg,joegardenerTV,"Welcome to joegardenerTV. My passion is organic gardening & growing food. I created this channel to teach you everything you need to know to grow like a pro - no experience required! In fact, I've been teaching people how to garden for over 15 years on TV as the host of 3 national gardening shows ( DIY Network & PBS). My current show - Emmy Award-winning Growing a Greener World is in its 9th season  But my real passion is in teaching people about organic gardening & how to be better, smarter gar…",0.54,0.429,268
c05,Business / Digital / Inquiries,UC_Oz4jIU_rSmXaBH69kmddw,Johnny Davidson - Drumming & Hang Gliding,"Thanks for visiting my YouTube Channel. Please subscribe, like and share. Your support is inspiring!  *Tribute to RUSH - Drum Cover Project available now!  *Also check out some amazing Hang Gliding Flights as well. Enjoy the amazing views as my co-pilot :-)  If you would like to support my channel; please consider sending tips or donations via: Venmo - @theJohnnyDavidson PayPal - PayPal.me/TheDavidson5 Cash App - $TheJohnnyDavidson  Please HELP ME beat the evil YouTube algorithm by subscribing, …",0.16,0.081,444
c12,Cut / Pro / Final,UCmGSJVG3mCRXVOP4yZrU1Dw,Johnny Harris,Independent journalist making videos that help you better understand the world Support my work here: https://www.patreon.com/johnnyharris Inquiries: newpress@unitedtalent.com,0.164,0.056,486
c05,Business / Digital / Inquiries,UCXoMM35ugF5iOzAEb-PmfRA,Jonathan Petramala,"I'm Jonathan, an independent journalist and documentarian with over 20 years of experience. I focus on documenting major disaster events, bringing attention to the power and resilience of the human spirit. For business/sponsorship inquiries: Petramala@night.co Personal: Petramalacc@gmail.com Donate if you can here: https://paypal.me/jonathanpetramala",0.182,0.13,289
c11,Music / Jazz / Productions,UC40gs0opj389ohjLnJIAJzA,Jonathan Young,Singer & music producer.,0.247,0.194,634
c09,Get / Podcast / Business,UCqq3PZwp8Ob8_jN0esCunIw,Just For Laughs,"JustForLaughs Comedy, the official YouTube Channel of the Just For Laughs Comedy Festival. What's Just For Laughs? Oh, just the biggest, funniest, most awesomest comedy festival in the whole world. No big deal. We specialize in brilliant, hilarious, original, smart, edgy stand-up, sketch, and improv.  Just For Laughs is the world’s premiere destination for stand-up comedy. Founded in 1983, JFL produces the world’s largest and most prestigious comedy event every July in Montreal, as well as annua…",0.202,0.122,2281
