id,title,description,umbrella,subcluster,assigned_via,sim,videoCount
UC6OICk-ceplUJf4sCN3DMnQ,Tyler Stalman,Talking about the creative tools we use for our professional photo and video production.,Unclassified,,lexicon,0,308
UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,"An element of truth - videos about science, education, and anything else we find interesting.",Unclassified,,lexicon,0,460
UC6nSFpj9HTCZ5t-N3Rm3-HA,Vsauce,Our World is Amazing.,Unclassified,,lexicon,0,609
UCuqdsYT5rFqw0L5oO_HwvgA,WarLeaks - Military Blog,"WarLeaks - Military Blog is an independent, educational and documentary military channel for military enthusiasts from all around the world!    Devoted to armed forces and military technologies this military archive brings you military videos on a regular basis!  Join one of the biggest military channels on YouTube make sure to subscribe to keep being updated and to view first hand military videos about armed forces, weapon systems, technologies and more!   This channel is in no way affiliated with the US Military, Government, or DoD.",Unclassified,,lexicon,0,647
UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,"We bring you top 10 lists across a variety of topics, including Music, TV, Film, and Video Games. With 6 or more fresh lists published daily, there’s always something new to discover. Subscribe for daily updates and explore our extensive collection of videos covering Pop Culture, Celebrities, Movies, Music, TV, Video Games, Politics, News, Comics, and Superheroes.  Dive into our massive library of over 10,000 videos featuring Top 10s, Origins, Biographies, Tips, How-To’s, Reviews, Commentary, and much more. WatchMojo is your ultimate destination for ranking and celebrating the best of pop cult…",Unclassified,,lexicon,0,31041
UCSrPuHtKbst7Zy8pyWn_3Cg,What's Inside?,"We cut open random things to see what's inside. This channel started with a 2nd grade school project to see what was inside sports balls. We cut things open so you don't have to.  Subscribe. Comment. Enjoy.   For brands that would like to feature their product in one of our videos, please reach out by email to info@whatsinside.it  For fan mail or other items please send to this address: WHAT'S INSIDE  PO Box 911540 St. George, UT 84791",Unclassified,,lexicon,0,332
UCokX6YIQymfsKSJvqo9dGEQ,Endless RVing,"We are here to make your RV life easier and more enjoyable!   We are Izzy, MJ, Jason, and fur baby Bowser and we are Endless RVing.  We love RVing, travel, helping others and simply having fun!     Our channel creates very informative videos on RV DIY,  RV upgrades, RV product reviews, RV tour videos, RV campground review videos, and much more!   If you love RVing and traveling, subscribe and join us for weekly videos!  Please subscribe and come along with us if you want to learn, enjoy, and grow with us. We love our ERVers and look forward to seeing you on the road!   Contact us for business …",Travel & Places,Other (Travel & Places),lexicon,0,1655
UCqyRc7Thu1T7qLIPvy0r7JA,I Love RV Life,"Welcome to I Love RV Life. There are numerous RV sites from seasoned full-timers to wide ranging forums. Joan and I want to share a different perspective of RV living – where we started, where we’ve been and what we’ve done to make our RV life more enjoyable. We’ll show the campgrounds we visit, take you along to see the sites, and share the changes and additions to make our RV home. So welcome, stay awhile, share our videos with other, and we hope we’ll see you soon.  To get more information about I Love RV Life, visit our website at https://ilovervlife.com",Travel & Places,Other (Travel & Places),lexicon,0,403
UCDe08Fs0s0YKJuk5h45csAQ,Polyphia,Your destination for the best video content for all things Polyphia. Subscribe now to be the first to know when we post new videos!,Travel & Places,Other (Travel & Places),lexicon,0,175
UCJU1nWTl6sC_KaXgkqcnBnA,RV Pastor Kevin,,Travel & Places,Other (Travel & Places),lexicon,0,101
UCNl2ziy9FwESuahXMyfCRVA,RV Tips & Travels,"Hey there 👋 I'm Ross & behind the camera is my wife Tara.  I'm an RV owner & a registered RVTAA technician.  I created this channel to educate the RV community by showing tips & tricks, upgrades & modifications, plus repairs & maintenance we've performed on our RVs over the years.  We want to help you understand the different processes involved with owning and operating an RV, whether its a travel trailer, 5th wheel, toy hauler, motorhome or pop up camper.  We'll show you the products we love and how to use them.  If you want to get the most from our channel, please subscribe and turn on all n…",Travel & Places,Other (Travel & Places),lexicon,0,136
UCy4vTBzImDfSEQejeWt-xVA,RVstreet,"RVstreet is a DIY, How-To, RV Channel and has become a fast growing, go to source on how to maintain, repair & upgrade your RV with our detailed, step-by-step videos.  We are Martin & Joanie. A married couple that decided to cash in all our chips by selling our house & all our stuff to become full time traveling nomads, living in our RV, a 2012 Winnebago Vista 35F Motorhome.  We took 18 months to make all these changes & prepare our motorhome to travel around the country. Youtube & other online resources—helped us prepare for RV living & traveling.  As a Purple Heart Veteran with a unique mech…",Travel & Places,Other (Travel & Places),lexicon,0,122
UClgRkhTL3_hImCAmdLfDE4g,YouTube Movies,"YouTube's movies destination featuring the latest new releases, blockbusters and more.",Travel & Places,Other (Travel & Places),lexicon,0,0
UCqZQlzSHbVJrwrn5XvzrzcA,NBC Sports,"NBC Sports Group serves sports fans 24/7 with premier live events, insightful studio shows, and compelling original programming. NBC Sports is an established leader in the sports media landscape with an unparalleled collection of sports properties that include the Olympics, NFL, Premier League, Big Ten, NASCAR, PGA TOUR, the Kentucky Derby, Tour de France and many more. Subscribe to our channel for the latest sporting news and highlights!  Visit NBC Sports: https://www.nbcsports.com Find NBC Sports on Facebook: https://www.facebook.com/NBCSports Follow NBC Sports on Twitter: https://twitter.co…",Sports,Other (Sports),prototype,0.419,42060
UCblfuW_4rakIf2h6aqANefA,Red Bull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.  You can watch plenty more on http://redbull.com",Sports,Other (Sports),lexicon,0,6719
UCAhcelYvyDAPy0cn_sscWkw,Off Grid In The Pacific North West,"This channel is committed to sharing life and experiences  in the Pacific North West. We live off the Grid and Have a growing homestead. Solar power, generator power, wind and hydro power are topics of this channel. We hunt and grow our own food. Canning is a way of life here in the woods of Oregon. From time to time I will share my experiences of life, spiritual matters and wisdom from the Bible. Thanks for watching and may the Lord bless your life. You can email us at back41@cavenet.com Pastor Steve Davis",Spirituality & Philosophy,Other (Spirituality & Philosophy),lexicon,0,830
UCaIalqLU0cYvTrc-3rKms1w,3DVista,"Welcome to 3DVista's YouTube channel. Here, you can find video tutorials and short clips with tips and tricks for creating panoramas and multimedia virtual tours with 3DVista software. We will help you throughout the whole process of shooting pictures, stitching them into panoramas and converting them into interactive virtual tours. Have a look!",Science & Technology,Other (Science & Technology),lexicon,0,82
UCyHaY6HrTUWNWA3bN26esUA,AdEspresso,Manage your Facebook Ads in less time using AdEspresso. Key features of our platform are: 1) Create campaigns 2) Analyze your campaigns 3) Optimize your campaigns 4) PDF reporting 5) Data Sync.  Start your free trial today: https://adespresso.com/join/,Science & Technology,Other (Science & Technology),lexicon,0,114
UCNJ1Ymd5yFuUPtn21xtRbbw,AI Explained,"Covering the biggest news of the century - the arrival of smarter-than-human AI. The author of Simple Bench, exposing the remaining human-LLM reasoning gap. Join me at AI Insiders, with exclusive videos and a 1000+ network of AI enthusiasts and professionals: https://www.patreon.com/AIExplained  Business Enquiries: aiexplained@outlook.com  Are you a cracked dev w/ some spare hours? Myself and a co-founder are polishing off an epic workflow tool (Typescript, Node.js) deployed on Heroku (one day AWS) which, to oversimplify, calls 10+ APIs (OpenAI, Ideogram you get the idea) and integrates output…",Science & Technology,Other (Science & Technology),lexicon,0,128
UCwicfou4Ewu-koikmga-bEg,AI In Context,"AI is now everyone's problem. Let me catch you up.  I'm Aric. AI is fast-moving, confusing, and suddenly everywhere. It's tempting to tune out of the discussion, but I think it's never been more important to tune in. I want to share with you what I've learned about what's ahead: the upsides, the risks, and why we can't afford to put off thinking about them.  This show is produced by 80,000 Hours, a nonprofit that helps people figure out how to use their time to make the transition to a world with AGI go well.",Science & Technology,Other (Science & Technology),lexicon,0,16
UC5l7RouTQ60oUjLjt1Nh-UQ,AI Revolution,"The ultimate AI media channel for the greatest advancements in artificial intelligence, where we break down complex concepts into digestible content.  📩 Brand Deals & Partnerships: me@faiz.mov ✉️ General Inquiries: airevolutionofficial@gmail.com",Science & Technology,Other (Science & Technology),lexicon,0,647
UCED3hlYdD0SlCff7jJ8tF3Q,AI Samson,"I help you to adapt, create, and thrive in the era of AI.  AI is transforming the way we create, work, and live. On this channel, I’ll guide you through the fast-moving world of AI, helping you explore its creative potential, understand its impact on design and entrepreneurship, and embrace its possibilities without fear. Together, we’ll uncover how to use AI to unlock new opportunities, push boundaries, and shape the future.  We explore the world of AI and its impact on design, entrepreneurship, and beyond! I'm Samson, a designer and AI enthusiast on a mission to uncover the most innovative A…",Science & Technology,tools,lexicon,0,786
UCORX3Cl7ByidjEgzSCgv9Yw,Anastasi In Tech,"Podcast on the future of technology.  Please double-check that you’ve subscribed — it really helps us keep going. Thank you!  If you represent a brand and want to collaborate, please reach out to anastasi@ycaagency.com Otherwise here is my assistant's email - info@anastasiintech.com",Science & Technology,tech,lexicon,0,92
UCgyvzxg11MtNDfgDQKqlPvQ,AuthenTech - Ben Schmanke,"Authentic reviews of Tech = AuthenTech. Exploring innovative and exciting technology.   Business inquiries: yt @ authen.tech   == What is the meaning behind AuthenTech? -Life is congruent with what you believe. -I'm a Christian and my faith is at the center of everything I do. -My hope, joy, and identity is ultimately found in Jesus, not in the things of this world, as fun and cool as this tech can be. -If we're living only for today, there is no purpose to this life. But with eternity at hand, there is something bigger than ourselves, a purpose worth living for!  == Disclosure: As an Amazon A…",Science & Technology,tech,lexicon,0,1151
UCQbfC3DLce4TYulsmwf2lzQ,Ben Halsall: Final Cut Pro & Adobe Tutorials,"I am a videographer, editor, university instructor & teach Final Cut Pro & Adobe workshops across Canada.  Videos are often answers to questions from students, clients & subscribers. Drop me a message to ask yours.  PRIVACY POLICY and FULL DISCLOSURE: °Ben Halsall is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to provide a means for sites to earn advertising fees  by advertising and linking to amazon.com °Ben Halsall is a participant in the MotionVFX affiliate program that provides an advertising commission if you purchase through our …",Science & Technology,Other (Science & Technology),lexicon,0,631
UCwjvvgGX6oby5mZ3gbDe8Ug,China Insights,"Dear viewers, our program has moved to the new channel “Sound of Hope”! “China Insights” is now renamed “China X-Ray,” bringing you more exciting content. Please subscribe, share, and watch!",Science & Technology,Other (Science & Technology),lexicon,0,1057
UCghY41qySm6IMH9VbRvf9VA,CopyandContentAI,"Imagine AI that’s SO powerful, it writes ALL of your customized sales copy and content FOR YOU (based on your specific customer avatar)…with the click of a button!   CopyandContent.AI has a unique combination of tools, technology, and training unmatched by the abilities of ANY “AI Robot” or “Chatbot” solution anywhere…  Unlike ChatGPT and other “Robots” that either spit out what they want, or force you to become a “prompt engineer” and figure out how to execute extremely complex prompts and programming, the Genies dial in exactly what you want with total control!   Getting the targeted, custom…",Science & Technology,tools,lexicon,0,209
UC08Fah8EIryeOZRkjBRohcQ,Creator Magic,"Creator Magic explores the latest AI tools and news, with a focus on AI coding. Our videos cover new AI tools, workflow automation, and practical ways to leverage AI for more efficient and innovative projects. Now everyone can build the idea of their dreams! Whether you're a developer or just getting started you'll learn how to integrate AI into your coding workflows and stay ahead of the curve with the most advanced AI powered solutions. Join us to discover the future of coding with AI!",Science & Technology,tools,lexicon,0,162
UCA-mWX9CvCTVFWRMb9bKc9w,Dan Martell,"My #1 passion is teaching.  #2 is building AI businesses.  I’ve built and exited 3x tech companies.  Invested in 100+ others.  Spend 98.2% of my time building AI startups at Martell Ventures (AI Venture Studio)  Wrote a WSJ best selling book https://www.BuyBackYourTime.com  Play life full out (wake surfing, snowboarding, mountain biking) at the highest level…  … and I love people and travelling the world with my family training and speaking on the biggest stages.  Oh, and did all that after ending up in jail and rehab at 17 years old.  It’s been a journey to say the least.   If you want help g…",Science & Technology,tech,lexicon,0,2519
UCt9kG_EDX8zwGSC1-ycJJVA,Elementor,"Elementor is the leading website builder platform for WordPress web creators. It empowers seamless web creation through offerings like an all-in-one managed hosting and site-building solution, a dedicated professional website builder plugin, the Hello theme, and AI integration. Elementor operates under an open-source GPLv3 license with 17M+ active installations and 5500+ 5-star reviews. Explore the comprehensive Elementor Academy at https://elementor.com/academy",Science & Technology,Other (Science & Technology),lexicon,0,797
UConJDkGk921yT9hISzFqpzw,Freethink,"Tech’s Cultural Frontier. Covering the builders, ideas, and innovations shaping society. Changing media with Big Think.",Science & Technology,tech,lexicon,0,949
UC_RovKmk0OCbuZjA8f08opw,Futurepedia,Learn to leverage AI tools and acquire AI skills to future-proof your life and business.,Science & Technology,tools,lexicon,0,130
UCIJHwsTJyrH4YznoJxZmJHQ,GR-Research,GR Research began in 1995 as a passion for high quality audio turned business venture. We are driven by a desire for excellence and expect nothing less than to turn the next page in mainstream loudspeaker design.,Science & Technology,Other (Science & Technology),lexicon,0,317
UC-ptWR16ITQyYOglXyQmpzw,IAmTimCorey,"My goal is to make your life easier, specifically when it comes to learning software development. I remember what it was like to not know even what questions to ask. In every video I do, I try to answer those questions. You will notice that I don't usually do quick videos. That's because I would rather help you understand rather than just padding my watch percentages. If you want more in-depth training, feel free to head over to my website (https://www.iamtimcorey.com) where I have courses dedicated to C#, SQL, and more.",Science & Technology,Other (Science & Technology),lexicon,0,888
UC_fXTGbg6ck3BU6X65e3sag,Kendrick's Gear Journal,"In my career as a photographer and video producer, I use and evaluate a lot of gear. I believe in getting the right tools for the job. So on this channel, I like to share my thoughts on some of the gear I use and find interesting enough to share.   I own Vertical River, a video marketing agency in Atlanta, GA. I'm married to the lovely @jen_9thhouse and we love to travel any chance we get. Been shooting photos and videos for 22 years.    You can find me all over the internet as @kendrickdisch.   Subscribe here: https://www.youtube.com/c/Kendricksgearjournal?Sub_confirmation=1  Affiliate Disclo…",Science & Technology,tools,lexicon,0,190
UCFbtcTaMFnOAP0pFO1L8hVw,Kyle Hill,"Award-winning science educator. Nuclear communications expert. BASILISK Head of Science Education and Outreach. CFF Dogs of Chernobyl charity ambassador. Video game science advisor. Voice actor.   ""Very interesting!"" - International Atomic Energy Agency “A sexy vampire…a legend.” - Post Malone  Kyle Hill PO Box 350  North Hollywood, CA 91603",Science & Technology,Other (Science & Technology),lexicon,0,429
UCui4jxDaMb53Gdh-AZUTPAg,Liam Ottley,"I’m an AI entrepreneur from New Zealand. In early 2023 I created the 'AI Automation Agency' or 'AAA' model based on my learnings at my own agency Morningside AI.  On this channel I share my learnings from running my own AI Automation Agency, AI SaaS and from helping my community of over 200,000 AI Automation Agency owners to start and scale their own AI business.  My mission is to inspire others to take advantage of the incredible AI opportunity by documenting my journey as an AI entrepreneur.",Science & Technology,Other (Science & Technology),lexicon,0,191
UC6biysICWOJ-C3P4Tyeggzg,Low Level,Videos about cyber security + software security | New videos every week,Science & Technology,Other (Science & Technology),lexicon,0,327
UCMLtBahI5DMrt0NPvDSoIRQ,Machine Learning Street Talk,"MLST is the top technical AI podcast on Spotify. Subscribe now! Welcome! We bring you the latest in advanced AI research, from the best AI experts in the world. Our approach is unrivalled in terms of scope and rigour – we believe in diversity of ideas (which is to say, not just LLMs!) and we also cover other promising alternative paths to AGI, as well as CogSci, CompSci, Neuro, Mathematics, Philosophy of Mind and Language.    Support us on Patreon for early access, exclusive content, private Discord, biweekly calls and much more!  https://www.patreon.com/mlst   Donate here: https://www.paypal.…",Science & Technology,Other (Science & Technology),lexicon,0,301
UCsPpLcxHv5XJw4Rx5GALUjg,MarketingBlocks AI,"MarketingBlocks is the World’s First Agentic AI Growth Engine built for Experts, Coaches, & Founders.  Imagine having a fully automated AI team that shows up EVERY DAY to grow your authority, attract leads, and drive sales without hiring, burnout, or juggling complex tools.  Your AI agents plan, create, design, and publish 100+ pieces of on-brand content weekly. Posts, reels, carousels, landing pages, lead magnets & more, so you stay visible, trusted, and selling on autopilot.  Over 40,000 coaches, consultants and entrepreneurs have already used MarketingBlocks to increase their visibility, gr…",Science & Technology,tools,lexicon,0,231
UChpleBmo18P08aKCIgti38g,Matt Wolfe,"Exploring the capabilities of AI and the latest tech  Discover More: 🛠️ Explore AI Tools & News: https://futuretools.io/ 📰 Weekly Newsletter: https://futuretools.io/newsletter 🎙️ The Next Wave Podcast: https://youtube.com/@TheNextWavePod  Socials: ❌ Twiter/X: https://x.com/mreflow 👍 Facebook: https://www.facebook.com/mattrwolfe 🖼️ Instagram: https://instagram.com/mr.eflow 🧵 Threads: https://www.threads.net/@mr.eflow 🟦 LinkedIn: https://www.linkedin.com/in/matt-wolfe-30841712/  Let’s work together! - For brand, sponsorship, and business inquiries: mattwolfe@smoothmedia.co",Science & Technology,tech,lexicon,0,496
UCawZsQWqfGSbCI5yjkdVkTA,Matthew Berman,"Artificial Intelligence (AI), Open Source, Generative Art, AI Art, Futurism, ChatGPT, Large Language Models (LLM), Machine Learning, Technology, Coding, Tutorials, AI News, and more",Science & Technology,Other (Science & Technology),lexicon,0,742
UC_pT_Iz6XjuM-eMTlXghdfw,Max the Meat Guy,Check out MaxJerky! 🥩 https://www.maxjerky.com  ————— SUBSCRIBE and RING THE BELL to get notified when I post a video!  PLATFORMS -Snapchat: https://www.snapchat.com/add/maxthemeatguy?share_id=Nzg2RjE4&locale=en_US -Instagram: https://www.instagram.com/maxthemeatguy/ -TikTok: https://www.tiktok.com/@maxthemeatguy -Facebook: https://www.facebook.com/MaxTheMeatGuy -YouTube: https://youtube.com/c/maxthemeatguy  DISCOUNTS https://www.beacons.ai/maxthemeatguy  WEBSITE https://www.maxthemeatguy.com/,Science & Technology,Other (Science & Technology),lexicon,0,700
UCJ9905MRHxwLZ2jeNQGIWxA,Microsoft Mechanics,"Apply the newest tech from Microsoft to the work you do every day. Mechanics is Microsoft's official video series for IT Pros, Solution Architects, Developers, and Tech Enthusiasts.  Watch as Microsoft engineers show you how to get the most from the software, service, and hardware they built. Through in-product demos, recommendations, how-to's, and tips, they simplify complex topics so you can share them with clients, peers, and your management team. These are in-depth looks at Microsoft Copilot, Microsoft 365, Azure, Data and AI, Surface, Windows, and the Power Platform. Get up to speed and s…",Science & Technology,tech,lexicon,0,1119
UCUHW94eEFW7hkUMVaZz4eDg,minutephysics,"Simply put: cool physics and other sweet science.  ""If you can't explain it simply, you don't understand it well enough."" ~Rutherford via Einstein? (wikiquote)  Created by Henry Reich",Science & Technology,Other (Science & Technology),lexicon,0,293
UC8sibhG707qg5AlVlj5P3mw,Momentum Productions,My name is Josh Morgan and I am a tech nerd! I started my YouTube channel around filmmaking and cameras! Now I focus on ALL different types of tech.  Subscribe to my channel to see some cool and neat stuff!,Science & Technology,tech,lexicon,0,1081
UC8JT2m0mKEgvEtie3JNKwew,Naked Science,"Learn and discover with Naked Science, the channel dedicated to bringing you the world of science and technology.  Explore unseen wonders and mysteries, from the edge of the universe to the possibility of alien life, travel through the insides of the human body to the centre of the earth.  So join us to see the truth laid bare...",Science & Technology,Other (Science & Technology),lexicon,0,682
UC-_eueKsPcJUPnCguEufWPA,Nate's Tech,,Science & Technology,tech,lexicon,0,0
UCjHz5SVHeMT0AViCYZvsGDA,NOVA PBS Official,"Blowing your mind since 1974.    NOVA is the most-watched primetime science series on television reaching an average of five million viewers weekly. The NOVA website has been pioneering new forms of web-original content since it debuted in early 1996. NOVA's online presence amplifies the impact of its programs, with a website that garners well over a million visitors each month, and with audiences on Facebook, YouTube, Twitter, and more. NOVA's mission is to make science accessible to viewers so that they can better understand the world around them.   NOVA is produced by GBH Boston and airs We…",Science & Technology,Other (Science & Technology),lexicon,0,1305
UCpxYSWgxVt3Pyn1ovXsGQ0g,PBS Terra,"PBS Terra is the home of science and nature shows from PBS Digital Studios. Subscribe to explore the frontiers of science and tech, our minds and bodies, our planet (and beyond)!  Our shows:   Weathered: Science Communicator Maiya May investigates why we have more extreme weather and natural disasters than ever before and teaches you how to prepare.  Overview: Hosted by Joe Hanson, Overview combines incredible cinematography with science storytelling to reveal both the natural phenomena and human forces shaping our planet.  Untold Earth: In collaboration with Atlas Obscura and NATURE, Untold E…",Science & Technology,tech,lexicon,0,455
UCI6GYwCv9ZFkoiUgobwcLzQ,Performance AI,Here at Performance AI we strive to help you get the most out of your Tech.  More than that we are always going to show you new ways to make your life easier and make more money with AI.  Thank you for your support!,Science & Technology,tech,lexicon,0,35
UCX6c6hTIqcphjMsXbeanJ1g,Prompt Engineer,"Join the AI, AGI, ASI Revolution !  Stay updated with all the latest advancements in the world of Artificial Intelligence. This channel is your ultimate destination for the most recent developments and insights, all at your fingertips.  Join us to keep a vigilant eye on the cutting-edge of technology and be part of the AI revolution!  Topics: Latest Trends on AI, LLMs, OpenAI, Anthroic, Google, Coding, Python, AutoGen, MemGPT, AutoGPT, API Integration, RunPoDs, Devika, Salad GPU, Microsoft Azure and much more.",Science & Technology,Other (Science & Technology),lexicon,0,378
UC15W5y0lGyZD7DNIW_VmnyA,Raiv Creative,"We create cinematic, story-driven content entirely with AI — no cameras, no sets, just pure creativity powered by technology. From luxury ads to fashion films and brand storytelling, everything you see here is generated using cutting-edge AI tools.",Science & Technology,tools,lexicon,0,16
UCmNAkARqTFvNoyxmFhKTS9Q,Rick Mulready,"Hey, I’m Rick and I'm here to simplify AI and share everything I know, and am learning along the way, about how you can leverage AI in your online business.   On this channel I explore AI, AI tools, automations, use cases, and online business. If that sounds interesting, subscribe and follow along so you don't get left behind with AI.  For the last 11+ years, I've run a multi 7-figure online business helping online businesses grow and scale while working fewer hours. I also founded and after 12M+ downloads, sold The Art of Online Business podcast in 2023.  You could say I'm obsessed with this …",Science & Technology,tools,lexicon,0,61
UC0FBv8ckxw1hrZxbUm3G7hA,Rob The AI Guy,"On this channel I'll be teaching you how to use AI to increase your productivity, to make more money online and overall to improve your life. If you want to stay up to date on the latest AI news, trends or learn how to use ChatGPT better this channel is for you!  Facebook: Rob The AI Guy  Instagram: robtheaiguy",Science & Technology,Other (Science & Technology),lexicon,0,202
UCEtMRF1ywKMc4sf3EXYyDzw,ScottHermanFitness,I focus on keeping things simple.  The basics work and all you need to do is stick to them and be consistent to have your dream body and live your best life.  🏆 GET MY FREE PROGRAM NOW:  https://muscularstrength.com/guaranteed_gains_sign_up_FREE   📨 Join My MAILING LIST: https://muscularstrength.com/mailing-list,Science & Technology,Other (Science & Technology),lexicon,0,1977
UCcaKZ3y-OXjmZZGD-OL--MQ,Self Publishing Empire,"I'm Craig and I'm turning my online side hustle on Amazon KDP into a Self Publishing Empire through self publishing low, medium, and high content books online via Amazon KDP.  Join me as I turn my side hustle into a full-time online passive income stream in an aim to achieve financial freedom. I'll be completely transparent and share everything along the way from honest income reports, to money making tips, Amazon Ads strategies, advice on how to publish books,  the best publishing tools, AI software, walkthroughs, and more!  My goal focuses on producing books, researching new and innovative t…",Science & Technology,tools,lexicon,0,215
UCwSozl89jl2zUDzQ4jGJD3g,Skill Leap AI,"👇 Stay on the cutting edge of AI!  I share the latest AI tools, models, and tips with easy tutorials and reviews.  🎓 Learn AI step by step with Skill Leap by Futurepedia—our full library of AI courses. 👉 Start your 7-day free trial: https://bit.ly/skill-leap  Subscribe to keep up with the AI revolution!  For sponsorships: contact@skillleap.ai",Science & Technology,tools,lexicon,0,296
UCHhYXsLBEVVnbvsq57n1MTQ,The AI Advantage,Build Your AI Toolkit: Practical Tutorials & Weekly Updates You'll Actually Use,Science & Technology,Other (Science & Technology),lexicon,0,611
UCKelCK4ZaO6HeEI1KQjqzWA,The AI Daily Brief: Artificial Intelligence News,"Daily videos that help you understand the most important news and discussions in AI.   Listen to the AI Daily Brief as a podcast here: https://pod.link/1680633614 Subscribe to the newsletter: https://aidailybrief.beehiiv.com/  Learn AI with fun, fast, useful tutorials at https://besuper.ai/",Science & Technology,Other (Science & Technology),lexicon,0,1172
UCeAKdCMMS4I9waww0LDLqng,The Nerdy Novelist,The Nerdy Novelist is a channel about using AI and other author-related software to take the load off your shoulders so you can focus more on the creative tasks that you love most.  Visit my website at: https://storytellingdb.com,Science & Technology,Other (Science & Technology),lexicon,0,362
UC7kCeZ53sli_9XwuQeFxLqw,Ticker Symbol: YOU,"Investing in innovation starts with understanding it.  My name is Alex. Before becoming a full-time investor, I spent 8 years as a rocket scientist at MIT Lincoln Laboratory. I hold a BE in Electrical Engineering, an ME in Systems Engineering & Optimization, and an unfinished PhD in Image Processing & Computer Vision.   Now, I use my engineering background to research AI, semiconductors, and other advanced technologies, invest in them, and cover it all on this channel.",Science & Technology,Other (Science & Technology),lexicon,0,359
UCRe2W-32N-_uStDULAEdyKA,Topaz Labs,"Developer of image enhancement software based on proprietary technology. Visit http://www.topazlabs.com for more information about our technology, products, and company.",Science & Technology,Other (Science & Technology),lexicon,0,753
UCqcbQf6yw5KzRoDDcZ_wBSw,Wes Roth,"Artificial Intelligence, AI, Machine Learning, Google DeepMind, OpenAI, ChatGPT, Anthropic, Tech, Coding, AI News, Large Language Models and... (most importantly)... optimism.   AGI rolls around only once. Let's make the best of it.  On this channel, my goal is to help everyone understand AI and it's implications better. To prepare for what's coming next.  The most important rule is ""Don't Panic"".  The second rule is keep learning.  Thank you for joining me for this ride.  -Wes Roth  Want to work with me? Brand, sponsorship & business inquiries: wesroth@smoothmedia.co",Science & Technology,tech,lexicon,0,658
UCeeYm4DCcKiN6hmKBspX8Ig,ZHIYUN-TECH,"Welcome to ZHIYUN, a trailblazer in the dynamic world of gimbals. Our relentless focus on research and development fuels an array of innovative gimbals and lighting products that spark the creativity and imagination of every creator. Explore the world of limitless possibilities with ZHIYUN and elevate your content creation game. Visit our website to discover the perfect companion for your creative journey – from cutting-edge gimbals to innovative lighting solutions. Unleash your imagination and bring your vision to life by investing in the tools that professionals trust. Join the ZHIYUN commun…",Science & Technology,tech,lexicon,0,1088
UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,"Founder Acquisition.com, Co-Founder Skool.com. My new book $100M Money Models is out. [3.6M copies sold] Get yours now at https://go.acq.com",Reading & Literature,Other (Reading & Literature),lexicon,0,3965
UC4QZ_LsYcvcq7qOsOhpAX4A,ColdFusion,"Hi, my name is Dagogo Altraide and I create and narrate all the videos on here. This channel aims to let you experience the cutting edge of the world around us in a relaxed atmosphere. Learn the captivating stories about how our world came to be and also learn what's happening in the cutting edge today.  --- New Thinking Book written by Dagogo Altraide --- Learn the stories of those who invented the things we use everyday. This book is rated the 9th best technology history book of all time by Book Authority! Audio Book: https://goo.gl/p8auh3 Get the book on Amazon US: http://bit.ly/NewThinking…",Reading & Literature,Other (Reading & Literature),lexicon,0,542
UCjvBO4kjuBSYe6Bi3RYQAQA,"Mary Kate ""M.K."" Williams","M.K. Williams shares her author journey and short, information-packed videos to help aspiring authors realize their ambitions of self-publishing their first book.   ""You're what? 23? What could you possibly have to say?""  These were the actual words that an author said to me after I asked them for help when I was still an aspiring author. TO. MY. FACE.   Did I let her negative words get me down? At first, yes. But then I dusted myself off, refocused on self-publishing my books, Googled every question I had, learned from some mistakes, and now I have 9 books out under my own name and help aspir…",Reading & Literature,Other (Reading & Literature),lexicon,0,580
UCxMoaKZtWKFuHGr7LIInOOQ,Nick Stephenson,"I'm a USA Today Bestselling author of fiction (thrillers and sci-fi), non-fiction, and I also teach authors how to find their first 10,000 readers. I also run a software company that helps authors build beautiful, conversion-optimised websites.  ^^ If you're looking for a way to age horribly in record time, definitely start a software company...  This channel covers all the fun stuff - how to write a novel (without wanting to drive your head through your desk), how to grow an audience, advertising strategies, and email marketing tips. If your an author - or aspiring author - you'll find someth…",Reading & Literature,Other (Reading & Literature),lexicon,0,19
UCRhV1rWIpm_pU19bBm_2RXw,Sean Carroll,"Theoretical physicist, writer and talker. Trying to understand how things work deep down.",Reading & Literature,Other (Reading & Literature),lexicon,0,553
UC34AYD6is66Xpv6HPRB0Miw,AM/PM Podcast,"Welcome to the AM/PM Podcast Youtube Channel.   In every corner of the world, people are embracing entrepreneurism. There have never been more opportunities, tools, or methods for building a business that operates on auto-pilot, in the AM and the PM. Join host Tim Jordan as he chats with communities, risk takers and business veterans exploring their stories, journeys and insights.   Created to get current entrepreneurs, inspiring entrepreneurs or people who just love business, this podcast will dive into business models, financial strategies and income-generating tactics in e-commerce. Get mot…",Podcasts & Interviews,Other (Podcasts & Interviews),lexicon,0,670
